Year,OSHPD ID,Principal Diagnosis Group,Count
2013,190017,Genitourinary,271
2013,190017,All Pregnancies,8
2013,190017,Skin Disorders,94
2013,190017,Musculoskeletal,72
2013,190017,Congenital Anomalies (Birth Defects),3
2013,190017,Symptoms,265
2013,190017,Injuries/Drugs/Complications,252
2013,190017,Other Reasons for Health Services,353
2013,190020,Psychoses & Neurosis,5215
2013,190020,All Pregnancies,3
2013,190034,Infections,752
2013,190034,Neoplasms,614
2013,190034,Endocrine/Metabolism,741
2013,190034,Blood/Blood-forming Organs,211
2013,190034,Psychoses & Neurosis,667
2013,190034,Nervous & Sensory Systems,307
2013,190034,Circulatory,2264
2013,190034,Respiratory,1785
2013,190034,Digestive,1926
2013,190034,Genitourinary,945
2013,190034,All Pregnancies,5897
2013,190034,Skin Disorders,262
2013,190034,Musculoskeletal,814
2013,190034,Congenital Anomalies (Birth Defects),7
2013,190034,Perinatal Disorders,132
2013,190034,Symptoms,684
2013,190034,Injuries/Drugs/Complications,1884
2013,190034,Other Reasons for Health Services,69
2013,190034,Births,5430
2013,190045,Endocrine/Metabolism,1
2013,190045,Blood/Blood-forming Organs,2
2013,190045,Nervous & Sensory Systems,2
2013,190045,Circulatory,2
2013,190045,Respiratory,6
2013,190045,Genitourinary,1
2013,190045,Skin Disorders,1
2013,190045,Musculoskeletal,2
2013,190045,Symptoms,1
2013,190045,Injuries/Drugs/Complications,1
2013,190049,Infections,309
2013,190049,Neoplasms,2
2013,190049,Endocrine/Metabolism,16
2013,190049,Blood/Blood-forming Organs,1
2013,190049,Nervous & Sensory Systems,4
2013,190049,Circulatory,31
2013,190049,Respiratory,425
2013,190049,Digestive,42
2013,190049,Genitourinary,23
2013,190049,Skin Disorders,31
2013,190049,Musculoskeletal,25
2013,190049,Symptoms,2
2013,190049,Injuries/Drugs/Complications,48
2013,190049,Other Reasons for Health Services,4
2013,190052,Infections,51
2013,190052,Neoplasms,8
2013,190052,Endocrine/Metabolism,6
2013,190052,Nervous & Sensory Systems,4
2013,190052,Circulatory,19
2013,190052,Respiratory,561
2013,190052,Digestive,11
2013,190052,Genitourinary,11
2013,190052,Skin Disorders,12
2013,190052,Musculoskeletal,3
2013,190052,Symptoms,3
2013,190052,Injuries/Drugs/Complications,31
2013,190052,Other Reasons for Health Services,25
2013,190053,Infections,784
2013,190053,Neoplasms,167
2013,190053,Endocrine/Metabolism,490
2013,190053,Blood/Blood-forming Organs,125
2013,190053,Psychoses & Neurosis,200
2013,190053,Nervous & Sensory Systems,222
2013,190053,Circulatory,1279
2013,190053,Respiratory,843
2013,190053,Digestive,840
2013,190053,Genitourinary,419
2013,190053,All Pregnancies,3009
2013,190053,Skin Disorders,189
2013,190053,Musculoskeletal,191
2013,190053,Congenital Anomalies (Birth Defects),5
2013,190053,Perinatal Disorders,158
2013,190053,Symptoms,591
2013,190053,Injuries/Drugs/Complications,793
2013,190053,Other Reasons for Health Services,382
2013,190053,Births,2652
2013,190066,Infections,16
2013,190066,Neoplasms,31
2013,190066,Endocrine/Metabolism,22
2013,190066,Blood/Blood-forming Organs,11
2013,190066,Psychoses & Neurosis,336
2013,190066,Nervous & Sensory Systems,9
2013,190066,Circulatory,38
2013,190066,Respiratory,64
2013,190066,Digestive,56
2013,190066,Genitourinary,32
2013,190066,All Pregnancies,292
2013,190066,Skin Disorders,9
2013,190066,Musculoskeletal,2
2013,190066,Perinatal Disorders,10
2013,190066,Symptoms,18
2013,190066,Injuries/Drugs/Complications,17
2013,190066,Other Reasons for Health Services,1
2013,190066,Births,266
2013,190081,Infections,782
2013,190081,Neoplasms,263
2013,190081,Endocrine/Metabolism,456
2013,190081,Blood/Blood-forming Organs,224
2013,190081,Psychoses & Neurosis,95
2013,190081,Nervous & Sensory Systems,206
2013,190081,Circulatory,1431
2013,190081,Respiratory,1149
2013,190081,Digestive,1372
2013,190081,Genitourinary,660
2013,190081,All Pregnancies,836
2013,190081,Skin Disorders,243
2013,190081,Musculoskeletal,299
2013,190081,Congenital Anomalies (Birth Defects),5
2013,190081,Perinatal Disorders,27
2013,190081,Symptoms,806
2013,190081,Injuries/Drugs/Complications,651
2013,190081,Other Reasons for Health Services,69
2013,190081,Births,758
2013,190110,Infections,631
2013,190110,Neoplasms,143
2013,190110,Endocrine/Metabolism,359
2013,190110,Blood/Blood-forming Organs,126
2013,190110,Psychoses & Neurosis,2904
2013,190110,Nervous & Sensory Systems,157
2013,190110,Circulatory,985
2013,190110,Respiratory,750
2013,190110,Digestive,736
2013,190110,Genitourinary,470
2013,190110,All Pregnancies,7
2013,190110,Skin Disorders,218
2013,190110,Musculoskeletal,311
2013,190110,Congenital Anomalies (Birth Defects),6
2013,190110,Symptoms,614
2013,190110,Injuries/Drugs/Complications,365
2013,190110,Other Reasons for Health Services,567
2013,190125,Infections,512
2013,190125,Neoplasms,454
2013,190125,Endocrine/Metabolism,510
2013,190125,Blood/Blood-forming Organs,215
2013,190125,Psychoses & Neurosis,177
2013,190125,Nervous & Sensory Systems,274
2013,190125,Circulatory,1608
2013,190125,Respiratory,1043
2013,190125,Digestive,1583
2013,190125,Genitourinary,642
2013,190125,All Pregnancies,4997
2013,190125,Skin Disorders,343
2013,190125,Musculoskeletal,360
2013,190125,Congenital Anomalies (Birth Defects),10
2013,190125,Perinatal Disorders,116
2013,190125,Symptoms,755
2013,190125,Injuries/Drugs/Complications,1792
2013,190125,Other Reasons for Health Services,376
2013,190125,Births,4230
2013,190137,Infections,6
2013,190137,Neoplasms,11
2013,190137,Endocrine/Metabolism,10
2013,190137,Psychoses & Neurosis,2
2013,190137,Nervous & Sensory Systems,45
2013,190137,Circulatory,114
2013,190137,Respiratory,27
2013,190137,Digestive,13
2013,190137,Genitourinary,4
2013,190137,Skin Disorders,4
2013,190137,Musculoskeletal,79
2013,190137,Symptoms,10
2013,190137,Injuries/Drugs/Complications,96
2013,190137,Other Reasons for Health Services,898
2013,190148,Infections,1475
2013,190148,Neoplasms,301
2013,190148,Endocrine/Metabolism,811
2013,190148,Blood/Blood-forming Organs,392
2013,190148,Psychoses & Neurosis,168
2013,190148,Nervous & Sensory Systems,927
2013,190148,Circulatory,3363
2013,190148,Respiratory,1778
2013,190148,Digestive,1805
2013,190148,Genitourinary,747
2013,190148,All Pregnancies,993
2013,190148,Skin Disorders,216
2013,190148,Musculoskeletal,379
2013,190148,Congenital Anomalies (Birth Defects),4
2013,190148,Perinatal Disorders,1
2013,190148,Symptoms,1683
2013,190148,Injuries/Drugs/Complications,1104
2013,190148,Other Reasons for Health Services,319
2013,190148,Births,785
2013,190150,Psychoses & Neurosis,981
2013,190159,Infections,290
2013,190159,Neoplasms,103
2013,190159,Endocrine/Metabolism,274
2013,190159,Blood/Blood-forming Organs,66
2013,190159,Psychoses & Neurosis,42
2013,190159,Nervous & Sensory Systems,60
2013,190159,Circulatory,334
2013,190159,Respiratory,381
2013,190159,Digestive,446
2013,190159,Genitourinary,314
2013,190159,All Pregnancies,10
2013,190159,Skin Disorders,121
2013,190159,Musculoskeletal,283
2013,190159,Congenital Anomalies (Birth Defects),3
2013,190159,Symptoms,203
2013,190159,Injuries/Drugs/Complications,185
2013,190159,Other Reasons for Health Services,11
2013,190163,Psychoses & Neurosis,6584
2013,190163,Nervous & Sensory Systems,5
2013,190170,Infections,483
2013,190170,Neoplasms,626
2013,190170,Endocrine/Metabolism,406
2013,190170,Blood/Blood-forming Organs,705
2013,190170,Psychoses & Neurosis,54
2013,190170,Nervous & Sensory Systems,971
2013,190170,Circulatory,294
2013,190170,Respiratory,2183
2013,190170,Digestive,1702
2013,190170,Genitourinary,479
2013,190170,Skin Disorders,254
2013,190170,Musculoskeletal,624
2013,190170,Congenital Anomalies (Birth Defects),1672
2013,190170,Perinatal Disorders,430
2013,190170,Symptoms,581
2013,190170,Injuries/Drugs/Complications,1612
2013,190170,Other Reasons for Health Services,1083
2013,190176,Infections,321
2013,190176,Neoplasms,2652
2013,190176,Endocrine/Metabolism,112
2013,190176,Blood/Blood-forming Organs,266
2013,190176,Psychoses & Neurosis,4
2013,190176,Nervous & Sensory Systems,91
2013,190176,Circulatory,115
2013,190176,Respiratory,290
2013,190176,Digestive,306
2013,190176,Genitourinary,264
2013,190176,All Pregnancies,2
2013,190176,Skin Disorders,70
2013,190176,Musculoskeletal,87
2013,190176,Congenital Anomalies (Birth Defects),13
2013,190176,Symptoms,230
2013,190176,Injuries/Drugs/Complications,367
2013,190176,Other Reasons for Health Services,815
2013,190184,Endocrine/Metabolism,1
2013,190184,Psychoses & Neurosis,6987
2013,190196,Infections,282
2013,190196,Neoplasms,2
2013,190196,Endocrine/Metabolism,27
2013,190196,Blood/Blood-forming Organs,3
2013,190196,Nervous & Sensory Systems,3
2013,190196,Circulatory,49
2013,190196,Respiratory,319
2013,190196,Digestive,60
2013,190196,Genitourinary,86
2013,190196,Skin Disorders,89
2013,190196,Musculoskeletal,17
2013,190196,Injuries/Drugs/Complications,51
2013,190196,Other Reasons for Health Services,25
2013,190197,Infections,296
2013,190197,Neoplasms,44
2013,190197,Endocrine/Metabolism,271
2013,190197,Blood/Blood-forming Organs,85
2013,190197,Psychoses & Neurosis,41
2013,190197,Nervous & Sensory Systems,133
2013,190197,Circulatory,665
2013,190197,Respiratory,556
2013,190197,Digestive,824
2013,190197,Genitourinary,180
2013,190197,All Pregnancies,49
2013,190197,Skin Disorders,85
2013,190197,Musculoskeletal,54
2013,190197,Congenital Anomalies (Birth Defects),1
2013,190197,Symptoms,546
2013,190197,Injuries/Drugs/Complications,181
2013,190197,Other Reasons for Health Services,26
2013,190198,Infections,654
2013,190198,Neoplasms,77
2013,190198,Endocrine/Metabolism,362
2013,190198,Blood/Blood-forming Organs,93
2013,190198,Psychoses & Neurosis,76
2013,190198,Nervous & Sensory Systems,259
2013,190198,Circulatory,572
2013,190198,Respiratory,966
2013,190198,Digestive,930
2013,190198,Genitourinary,446
2013,190198,All Pregnancies,142
2013,190198,Skin Disorders,270
2013,190198,Musculoskeletal,279
2013,190198,Perinatal Disorders,10
2013,190198,Symptoms,423
2013,190198,Injuries/Drugs/Complications,276
2013,190198,Other Reasons for Health Services,162
2013,190198,Births,99
2013,190200,Infections,724
2013,190200,Neoplasms,398
2013,190200,Endocrine/Metabolism,267
2013,190200,Blood/Blood-forming Organs,146
2013,190200,Psychoses & Neurosis,652
2013,190200,Nervous & Sensory Systems,141
2013,190200,Circulatory,769
2013,190200,Respiratory,701
2013,190200,Digestive,724
2013,190200,Genitourinary,441
2013,190200,All Pregnancies,2949
2013,190200,Skin Disorders,157
2013,190200,Musculoskeletal,249
2013,190200,Congenital Anomalies (Birth Defects),6
2013,190200,Perinatal Disorders,15
2013,190200,Symptoms,521
2013,190200,Injuries/Drugs/Complications,451
2013,190200,Other Reasons for Health Services,41
2013,190200,Births,2781
2013,190232,Psychoses & Neurosis,5700
2013,190240,Infections,566
2013,190240,Neoplasms,330
2013,190240,Endocrine/Metabolism,454
2013,190240,Blood/Blood-forming Organs,156
2013,190240,Psychoses & Neurosis,159
2013,190240,Nervous & Sensory Systems,210
2013,190240,Circulatory,1846
2013,190240,Respiratory,876
2013,190240,Digestive,1060
2013,190240,Genitourinary,523
2013,190240,All Pregnancies,28
2013,190240,Skin Disorders,188
2013,190240,Musculoskeletal,425
2013,190240,Congenital Anomalies (Birth Defects),5
2013,190240,Symptoms,551
2013,190240,Injuries/Drugs/Complications,748
2013,190240,Other Reasons for Health Services,27
2013,190243,Infections,927
2013,190243,Neoplasms,357
2013,190243,Endocrine/Metabolism,505
2013,190243,Blood/Blood-forming Organs,174
2013,190243,Psychoses & Neurosis,49
2013,190243,Nervous & Sensory Systems,217
2013,190243,Circulatory,1669
2013,190243,Respiratory,855
2013,190243,Digestive,1333
2013,190243,Genitourinary,659
2013,190243,All Pregnancies,1488
2013,190243,Skin Disorders,216
2013,190243,Musculoskeletal,548
2013,190243,Congenital Anomalies (Birth Defects),6
2013,190243,Perinatal Disorders,16
2013,190243,Symptoms,665
2013,190243,Injuries/Drugs/Complications,566
2013,190243,Other Reasons for Health Services,10
2013,190243,Births,1332
2013,190256,Infections,237
2013,190256,Neoplasms,78
2013,190256,Endocrine/Metabolism,217
2013,190256,Blood/Blood-forming Organs,62
2013,190256,Psychoses & Neurosis,35
2013,190431,Neoplasms,599
2013,190256,Nervous & Sensory Systems,80
2013,190256,Circulatory,358
2013,190256,Respiratory,499
2013,190256,Digestive,498
2013,190256,Genitourinary,205
2013,190256,All Pregnancies,875
2013,190256,Skin Disorders,117
2013,190256,Musculoskeletal,55
2013,190256,Congenital Anomalies (Birth Defects),1
2013,190256,Perinatal Disorders,76
2013,190256,Symptoms,222
2013,190256,Injuries/Drugs/Complications,184
2013,190256,Other Reasons for Health Services,7
2013,190256,Births,757
2013,190280,Infections,408
2013,190280,Neoplasms,11
2013,190280,Endocrine/Metabolism,84
2013,190280,Blood/Blood-forming Organs,37
2013,190280,Psychoses & Neurosis,451
2013,190280,Nervous & Sensory Systems,67
2013,190280,Circulatory,271
2013,190280,Respiratory,141
2013,190280,Digestive,247
2013,190280,Genitourinary,137
2013,190280,All Pregnancies,3
2013,190280,Skin Disorders,43
2013,190280,Musculoskeletal,43
2013,190280,Congenital Anomalies (Birth Defects),1
2013,190280,Symptoms,95
2013,190280,Injuries/Drugs/Complications,139
2013,190280,Other Reasons for Health Services,7
2013,190298,Infections,414
2013,190298,Neoplasms,188
2013,190298,Endocrine/Metabolism,152
2013,190298,Blood/Blood-forming Organs,70
2013,190298,Psychoses & Neurosis,25
2013,190298,Nervous & Sensory Systems,116
2013,190298,Circulatory,577
2013,190298,Respiratory,463
2013,190298,Digestive,761
2013,190298,Genitourinary,267
2013,190298,All Pregnancies,915
2013,190298,Skin Disorders,90
2013,190298,Musculoskeletal,191
2013,190298,Congenital Anomalies (Birth Defects),8
2013,190298,Symptoms,317
2013,190298,Injuries/Drugs/Complications,356
2013,190298,Other Reasons for Health Services,27
2013,190298,Births,855
2013,190305,Infections,296
2013,190305,Neoplasms,6
2013,190305,Endocrine/Metabolism,15
2013,190305,Blood/Blood-forming Organs,4
2013,190305,Psychoses & Neurosis,1
2013,190305,Nervous & Sensory Systems,4
2013,190305,Circulatory,36
2013,190305,Respiratory,291
2013,190305,Digestive,21
2013,190305,Genitourinary,16
2013,190305,Skin Disorders,34
2013,190305,Musculoskeletal,18
2013,190305,Injuries/Drugs/Complications,53
2013,190305,Other Reasons for Health Services,20
2013,190307,Infections,235
2013,190307,Neoplasms,267
2013,190307,Endocrine/Metabolism,307
2013,190307,Blood/Blood-forming Organs,131
2013,190307,Psychoses & Neurosis,30
2013,190307,Nervous & Sensory Systems,119
2013,190307,Circulatory,627
2013,190307,Respiratory,396
2013,190307,Digestive,875
2013,190307,Genitourinary,512
2013,190307,All Pregnancies,2460
2013,190307,Skin Disorders,236
2013,190307,Musculoskeletal,178
2013,190307,Congenital Anomalies (Birth Defects),2
2013,190307,Symptoms,258
2013,190307,Injuries/Drugs/Complications,246
2013,190307,Other Reasons for Health Services,30
2013,190307,Births,2343
2013,190315,Infections,529
2013,190315,Neoplasms,478
2013,190315,Endocrine/Metabolism,328
2013,190315,Blood/Blood-forming Organs,191
2013,190315,Psychoses & Neurosis,50
2013,190315,Nervous & Sensory Systems,132
2013,190315,Circulatory,1843
2013,190315,Respiratory,931
2013,190315,Digestive,948
2013,190315,Genitourinary,485
2013,190315,All Pregnancies,4365
2013,190315,Skin Disorders,147
2013,190315,Musculoskeletal,171
2013,190315,Congenital Anomalies (Birth Defects),8
2013,190315,Perinatal Disorders,57
2013,190315,Symptoms,638
2013,190315,Injuries/Drugs/Complications,389
2013,190315,Other Reasons for Health Services,473
2013,190315,Births,4197
2013,190317,Psychoses & Neurosis,1002
2013,190323,Infections,1052
2013,190323,Neoplasms,585
2013,190323,Endocrine/Metabolism,611
2013,190323,Blood/Blood-forming Organs,222
2013,190323,Psychoses & Neurosis,2739
2013,190323,Nervous & Sensory Systems,395
2013,190323,Circulatory,3047
2013,190323,Respiratory,1411
2013,190323,Digestive,1683
2013,190323,Genitourinary,944
2013,190323,All Pregnancies,2722
2013,190323,Skin Disorders,294
2013,190323,Musculoskeletal,1081
2013,190323,Congenital Anomalies (Birth Defects),8
2013,190323,Perinatal Disorders,11
2013,190323,Symptoms,1243
2013,190323,Injuries/Drugs/Complications,1168
2013,190323,Other Reasons for Health Services,1834
2013,190323,Births,2412
2013,190328,Infections,62
2013,190328,Neoplasms,13
2013,190328,Endocrine/Metabolism,55
2013,190328,Blood/Blood-forming Organs,22
2013,190328,Psychoses & Neurosis,512
2013,190328,Nervous & Sensory Systems,27
2013,190328,Circulatory,86
2013,190328,Respiratory,197
2013,190328,Digestive,100
2013,190328,Genitourinary,104
2013,190328,All Pregnancies,197
2013,190328,Skin Disorders,52
2013,190328,Musculoskeletal,13
2013,190328,Symptoms,76
2013,190328,Injuries/Drugs/Complications,28
2013,190328,Other Reasons for Health Services,8
2013,190328,Births,190
2013,190352,Infections,244
2013,190352,Neoplasms,38
2013,190352,Endocrine/Metabolism,138
2013,190352,Blood/Blood-forming Organs,32
2013,190352,Psychoses & Neurosis,28
2013,190352,Nervous & Sensory Systems,74
2013,190352,Circulatory,278
2013,190352,Respiratory,767
2013,190352,Digestive,482
2013,190352,Genitourinary,214
2013,190352,All Pregnancies,664
2013,190352,Skin Disorders,143
2013,190352,Musculoskeletal,41
2013,190352,Congenital Anomalies (Birth Defects),2
2013,190352,Perinatal Disorders,48
2013,190352,Symptoms,417
2013,190352,Injuries/Drugs/Complications,91
2013,190352,Other Reasons for Health Services,1
2013,190352,Births,573
2013,190380,Infections,428
2013,190380,Neoplasms,21
2013,190380,Endocrine/Metabolism,271
2013,190380,Blood/Blood-forming Organs,44
2013,190380,Psychoses & Neurosis,3152
2013,190380,Nervous & Sensory Systems,235
2013,190380,Circulatory,303
2013,190380,Respiratory,425
2013,190380,Digestive,405
2013,190380,Genitourinary,407
2013,190380,All Pregnancies,2
2013,190380,Skin Disorders,280
2013,190380,Musculoskeletal,136
2013,190380,Symptoms,195
2013,190380,Injuries/Drugs/Complications,123
2013,190380,Other Reasons for Health Services,57
2013,190382,Infections,989
2013,190382,Neoplasms,335
2013,190382,Endocrine/Metabolism,366
2013,190382,Blood/Blood-forming Organs,171
2013,190382,Psychoses & Neurosis,79
2013,190382,Nervous & Sensory Systems,216
2013,190382,Circulatory,1510
2013,190382,Respiratory,974
2013,190382,Digestive,1225
2013,190382,Genitourinary,557
2013,190382,All Pregnancies,4231
2013,190382,Skin Disorders,164
2013,190382,Musculoskeletal,321
2013,190382,Congenital Anomalies (Birth Defects),7
2013,190382,Perinatal Disorders,40
2013,190382,Symptoms,555
2013,190382,Injuries/Drugs/Complications,693
2013,190382,Other Reasons for Health Services,449
2013,190382,Births,3775
2013,190385,Infections,943
2013,190385,Neoplasms,764
2013,190385,Endocrine/Metabolism,476
2013,190385,Blood/Blood-forming Organs,187
2013,190385,Psychoses & Neurosis,64
2013,190385,Nervous & Sensory Systems,295
2013,190385,Circulatory,2135
2013,190385,Respiratory,1234
2013,190385,Digestive,1881
2013,190385,Genitourinary,930
2013,190385,All Pregnancies,3369
2013,190385,Skin Disorders,243
2013,190385,Musculoskeletal,718
2013,190385,Congenital Anomalies (Birth Defects),10
2013,190385,Perinatal Disorders,48
2013,190385,Symptoms,525
2013,190385,Injuries/Drugs/Complications,1689
2013,190385,Other Reasons for Health Services,300
2013,190385,Births,3023
2013,190392,Infections,642
2013,190392,Neoplasms,415
2013,190392,Endocrine/Metabolism,387
2013,190392,Blood/Blood-forming Organs,105
2013,190392,Psychoses & Neurosis,77
2013,190392,Nervous & Sensory Systems,178
2013,190392,Circulatory,2120
2013,190392,Respiratory,744
2013,190392,Digestive,907
2013,190392,Genitourinary,435
2013,190392,All Pregnancies,4041
2013,190392,Skin Disorders,109
2013,190392,Musculoskeletal,768
2013,190392,Congenital Anomalies (Birth Defects),12
2013,190392,Perinatal Disorders,15
2013,190392,Symptoms,463
2013,190392,Injuries/Drugs/Complications,667
2013,190392,Other Reasons for Health Services,31
2013,190392,Births,3887
2013,190400,Infections,1404
2013,190400,Neoplasms,1678
2013,190400,Endocrine/Metabolism,904
2013,190400,Blood/Blood-forming Organs,377
2013,190400,Psychoses & Neurosis,1689
2013,190400,Nervous & Sensory Systems,781
2013,190400,Circulatory,2825
2013,190400,Respiratory,1678
2013,190400,Digestive,2447
2013,190400,Genitourinary,1240
2013,190400,All Pregnancies,3661
2013,190400,Skin Disorders,456
2013,190400,Musculoskeletal,2121
2013,190400,Congenital Anomalies (Birth Defects),81
2013,190400,Perinatal Disorders,146
2013,190400,Symptoms,1094
2013,190400,Injuries/Drugs/Complications,2676
2013,190400,Other Reasons for Health Services,496
2013,190400,Births,3356
2013,190410,Psychoses & Neurosis,3023
2013,190413,Infections,595
2013,190413,Neoplasms,236
2013,190413,Endocrine/Metabolism,319
2013,190413,Blood/Blood-forming Organs,134
2013,190413,Psychoses & Neurosis,1848
2013,190413,Nervous & Sensory Systems,142
2013,190413,Circulatory,1792
2013,190413,Respiratory,675
2013,190413,Digestive,920
2013,190413,Genitourinary,320
2013,190413,All Pregnancies,18
2013,190413,Skin Disorders,170
2013,190413,Musculoskeletal,330
2013,190413,Congenital Anomalies (Birth Defects),4
2013,190413,Symptoms,621
2013,190413,Injuries/Drugs/Complications,572
2013,190413,Other Reasons for Health Services,462
2013,190422,Infections,1330
2013,190422,Neoplasms,1320
2013,190422,Endocrine/Metabolism,902
2013,190422,Blood/Blood-forming Organs,221
2013,190422,Psychoses & Neurosis,110
2013,190422,Nervous & Sensory Systems,384
2013,190422,Circulatory,3543
2013,190422,Respiratory,1768
2013,190422,Digestive,2786
2013,190422,Genitourinary,1095
2013,190422,All Pregnancies,3318
2013,190422,Skin Disorders,401
2013,190422,Musculoskeletal,1454
2013,190422,Congenital Anomalies (Birth Defects),38
2013,190422,Perinatal Disorders,110
2013,190422,Symptoms,1038
2013,190422,Injuries/Drugs/Complications,1637
2013,190422,Other Reasons for Health Services,1145
2013,190422,Births,3086
2013,190429,Infections,1553
2013,190429,Neoplasms,1776
2013,190429,Endocrine/Metabolism,552
2013,190429,Blood/Blood-forming Organs,264
2013,190429,Psychoses & Neurosis,3072
2013,190429,Nervous & Sensory Systems,778
2013,190429,Circulatory,5806
2013,190429,Respiratory,909
2013,190429,Digestive,2127
2013,190429,Genitourinary,818
2013,190429,All Pregnancies,2726
2013,190429,Skin Disorders,192
2013,190429,Musculoskeletal,2023
2013,190429,Congenital Anomalies (Birth Defects),460
2013,190429,Perinatal Disorders,126
2013,190429,Symptoms,815
2013,190429,Injuries/Drugs/Complications,1767
2013,190429,Other Reasons for Health Services,498
2013,190429,Births,2466
2013,190431,Infections,1134
2013,190431,Endocrine/Metabolism,1302
2013,190431,Blood/Blood-forming Organs,203
2013,190431,Psychoses & Neurosis,101
2013,190431,Nervous & Sensory Systems,159
2013,190431,Circulatory,1320
2013,190431,Respiratory,820
2013,190431,Digestive,1617
2013,190431,Genitourinary,627
2013,190431,All Pregnancies,2264
2013,190431,Skin Disorders,172
2013,190431,Musculoskeletal,774
2013,190431,Congenital Anomalies (Birth Defects),13
2013,190431,Perinatal Disorders,42
2013,190431,Symptoms,354
2013,190431,Injuries/Drugs/Complications,537
2013,190431,Other Reasons for Health Services,89
2013,190431,Births,2110
2013,190432,Infections,1073
2013,190432,Neoplasms,495
2013,190432,Endocrine/Metabolism,394
2013,190432,Blood/Blood-forming Organs,127
2013,190432,Psychoses & Neurosis,86
2013,190432,Nervous & Sensory Systems,151
2013,190432,Circulatory,1308
2013,190432,Respiratory,926
2013,190432,Digestive,1341
2013,190432,Genitourinary,508
2013,190432,All Pregnancies,2145
2013,190432,Skin Disorders,138
2013,190432,Musculoskeletal,740
2013,190432,Congenital Anomalies (Birth Defects),8
2013,190432,Perinatal Disorders,47
2013,190432,Symptoms,255
2013,190432,Injuries/Drugs/Complications,788
2013,190432,Other Reasons for Health Services,61
2013,190432,Births,2020
2013,190434,Infections,1316
2013,190434,Neoplasms,874
2013,190434,Endocrine/Metabolism,1242
2013,190434,Blood/Blood-forming Organs,254
2013,190434,Psychoses & Neurosis,83
2013,190434,Nervous & Sensory Systems,155
2013,190434,Circulatory,1517
2013,190434,Respiratory,796
2013,190434,Digestive,1401
2013,190434,Genitourinary,542
2013,190434,All Pregnancies,1944
2013,190434,Skin Disorders,171
2013,190434,Musculoskeletal,603
2013,190434,Congenital Anomalies (Birth Defects),34
2013,190434,Perinatal Disorders,23
2013,190434,Symptoms,321
2013,190434,Injuries/Drugs/Complications,525
2013,190434,Other Reasons for Health Services,96
2013,190434,Births,1827
2013,190449,Infections,608
2013,190449,Neoplasms,7
2013,190449,Endocrine/Metabolism,42
2013,190449,Blood/Blood-forming Organs,4
2013,190449,Psychoses & Neurosis,1
2013,190449,Nervous & Sensory Systems,13
2013,190449,Circulatory,90
2013,190449,Respiratory,851
2013,190449,Digestive,84
2013,190449,Genitourinary,146
2013,190449,All Pregnancies,1
2013,190449,Skin Disorders,124
2013,190449,Musculoskeletal,37
2013,190449,Symptoms,4
2013,190449,Injuries/Drugs/Complications,130
2013,190449,Other Reasons for Health Services,85
2013,190462,Psychoses & Neurosis,4096
2013,190462,Symptoms,1
2013,190468,Infections,556
2013,190468,Neoplasms,11
2013,190468,Endocrine/Metabolism,43
2013,190468,Blood/Blood-forming Organs,6
2013,190468,Psychoses & Neurosis,1
2013,190468,Nervous & Sensory Systems,8
2013,190468,Circulatory,93
2013,190468,Respiratory,492
2013,190468,Digestive,76
2013,190468,Genitourinary,104
2013,190468,Skin Disorders,91
2013,190468,Musculoskeletal,19
2013,190468,Symptoms,2
2013,190468,Injuries/Drugs/Complications,81
2013,190468,Other Reasons for Health Services,34
2013,190470,Infections,1283
2013,190470,Neoplasms,966
2013,190470,Endocrine/Metabolism,616
2013,190470,Blood/Blood-forming Organs,236
2013,190470,Psychoses & Neurosis,147
2013,190470,Nervous & Sensory Systems,387
2013,190470,Circulatory,3138
2013,190470,Respiratory,1711
2013,190470,Digestive,2278
2013,190470,Genitourinary,1168
2013,190470,All Pregnancies,2898
2013,190470,Skin Disorders,438
2013,190470,Musculoskeletal,1497
2013,190470,Congenital Anomalies (Birth Defects),30
2013,190470,Perinatal Disorders,103
2013,190470,Symptoms,1412
2013,190470,Injuries/Drugs/Complications,1153
2013,190470,Other Reasons for Health Services,81
2013,190470,Births,2696
2013,190475,Infections,356
2013,190475,Neoplasms,29
2013,190475,Endocrine/Metabolism,196
2013,190475,Blood/Blood-forming Organs,52
2013,190475,Psychoses & Neurosis,1882
2013,190475,Nervous & Sensory Systems,116
2013,190475,Circulatory,400
2013,190475,Respiratory,370
2013,190475,Digestive,342
2013,190475,Genitourinary,150
2013,190475,All Pregnancies,24
2013,190475,Skin Disorders,70
2013,190475,Musculoskeletal,44
2013,190475,Symptoms,284
2013,190475,Injuries/Drugs/Complications,235
2013,190475,Other Reasons for Health Services,28
2013,190500,Infections,334
2013,190500,Neoplasms,124
2013,190500,Endocrine/Metabolism,378
2013,190500,Blood/Blood-forming Organs,56
2013,190500,Psychoses & Neurosis,35
2013,190500,Nervous & Sensory Systems,103
2013,190500,Circulatory,545
2013,190500,Respiratory,347
2013,190500,Digestive,526
2013,190500,Genitourinary,197
2013,190500,All Pregnancies,3
2013,190500,Skin Disorders,87
2013,190500,Musculoskeletal,878
2013,190500,Congenital Anomalies (Birth Defects),3
2013,190500,Symptoms,234
2013,190500,Injuries/Drugs/Complications,366
2013,190500,Other Reasons for Health Services,9
2013,190517,Infections,1117
2013,190517,Neoplasms,625
2013,190517,Endocrine/Metabolism,421
2013,190517,Blood/Blood-forming Organs,149
