Year,OSHPD ID,Admission_Source_Route,Count
2013,334487,Not Your Emergency Room (or No ER),12484
2013,334564,Your Emergency Room,377
2013,334564,Not Your Emergency Room (or No ER),1
2013,334589,Your Emergency Room,6137
2013,334589,Not Your Emergency Room (or No ER),3667
2013,340913,Your Emergency Room,5509
2013,340913,Not Your Emergency Room (or No ER),4337
2013,340947,Your Emergency Room,6790
2013,340947,Not Your Emergency Room (or No ER),11505
2013,340947,Unknown,2
2013,340950,Your Emergency Room,15599
2013,340950,Not Your Emergency Room (or No ER),8636
2013,340951,Your Emergency Room,6775
2013,340951,Not Your Emergency Room (or No ER),5710
2013,341006,Your Emergency Room,16630
2013,341006,Not Your Emergency Room (or No ER),14945
2013,341051,Your Emergency Room,6961
2013,341051,Not Your Emergency Room (or No ER),5227
2013,341051,Unknown,1
2013,341052,Your Emergency Room,4359
2013,341052,Not Your Emergency Room (or No ER),18201
2013,341052,Unknown,1
2013,342344,Your Emergency Room,7413
2013,342344,Not Your Emergency Room (or No ER),7544
2013,342392,Not Your Emergency Room (or No ER),5764
2013,344011,Not Your Emergency Room (or No ER),1074
2013,344017,Your Emergency Room,1
2013,344017,Not Your Emergency Room (or No ER),2880
2013,344021,Not Your Emergency Room (or No ER),4144
2013,344029,Your Emergency Room,4208
2013,344029,Not Your Emergency Room (or No ER),2731
2013,344035,Not Your Emergency Room (or No ER),337
2013,344114,Not Your Emergency Room (or No ER),1145
2013,344170,Not Your Emergency Room (or No ER),758
2013,344188,Not Your Emergency Room (or No ER),543
2013,350784,Your Emergency Room,1470
2013,350784,Not Your Emergency Room (or No ER),1448
2013,350784,Unknown,2
2013,361110,Your Emergency Room,147
2013,361110,Not Your Emergency Room (or No ER),13
2013,361144,Your Emergency Room,5046
2013,361144,Not Your Emergency Room (or No ER),72
2013,361166,Your Emergency Room,2656
2013,361166,Not Your Emergency Room (or No ER),1801
2013,361223,Your Emergency Room,13755
2013,361223,Not Your Emergency Room (or No ER),19170
2013,361246,Your Emergency Room,14945
2013,361246,Not Your Emergency Room (or No ER),18735
2013,361266,Your Emergency Room,143
2013,361266,Not Your Emergency Room (or No ER),132
2013,361274,Not Your Emergency Room (or No ER),892
2013,361308,Your Emergency Room,5867
2013,361308,Not Your Emergency Room (or No ER),8384
2013,361318,Your Emergency Room,10591
2013,361318,Not Your Emergency Room (or No ER),6875
2013,361318,Unknown,2
2013,361323,Your Emergency Room,5642
2013,361323,Not Your Emergency Room (or No ER),7751
2013,361339,Your Emergency Room,8948
2013,361339,Not Your Emergency Room (or No ER),8782
2013,361343,Your Emergency Room,11702
2013,361343,Not Your Emergency Room (or No ER),6735
2013,361370,Your Emergency Room,3256
2013,361370,Not Your Emergency Room (or No ER),4211
2013,361370,Unknown,2
2013,361458,Your Emergency Room,463
2013,361458,Not Your Emergency Room (or No ER),22
2013,362041,Your Emergency Room,2410
2013,362041,Not Your Emergency Room (or No ER),1619
2013,364014,Not Your Emergency Room (or No ER),3865
2013,364050,Not Your Emergency Room (or No ER),5561
2013,364121,Not Your Emergency Room (or No ER),1121
2013,364144,Your Emergency Room,7927
2013,364144,Not Your Emergency Room (or No ER),2157
2013,364188,Not Your Emergency Room (or No ER),758
2013,364231,Your Emergency Room,19473
2013,364231,Not Your Emergency Room (or No ER),5875
2013,364430,Your Emergency Room,1427
2013,364430,Not Your Emergency Room (or No ER),1254
2013,370652,Your Emergency Room,5114
2013,370652,Not Your Emergency Room (or No ER),1534
2013,370652,Unknown,1
2013,370673,Your Emergency Room,7223
2013,370673,Not Your Emergency Room (or No ER),10694
2013,370689,Your Emergency Room,852
2013,370689,Not Your Emergency Room (or No ER),1842
2013,370694,Your Emergency Room,13074
2013,370694,Not Your Emergency Room (or No ER),6062
2013,370695,Your Emergency Room,22
2013,370695,Not Your Emergency Room (or No ER),19758
2013,370705,Your Emergency Room,1057
2013,370705,Not Your Emergency Room (or No ER),1766
2013,370714,Your Emergency Room,21168
2013,370714,Not Your Emergency Room (or No ER),11373
2013,370721,Not Your Emergency Room (or No ER),613
2013,370730,Your Emergency Room,12700
2013,370730,Not Your Emergency Room (or No ER),15145
2013,370744,Your Emergency Room,21958
2013,370744,Not Your Emergency Room (or No ER),14186
2013,370745,Your Emergency Room,1
2013,370745,Not Your Emergency Room (or No ER),5794
2013,370749,Not Your Emergency Room (or No ER),2444
2013,370755,Your Emergency Room,13709
2013,370755,Not Your Emergency Room (or No ER),12112
2013,370759,Your Emergency Room,5903
2013,370759,Not Your Emergency Room (or No ER),3975
2013,370771,Your Emergency Room,7106
2013,370771,Not Your Emergency Room (or No ER),12865
2013,370780,Your Emergency Room,9940
2013,370780,Not Your Emergency Room (or No ER),7700
2013,370780,Unknown,1
2013,370782,Your Emergency Room,13514
2013,370782,Not Your Emergency Room (or No ER),15494
2013,370787,Not Your Emergency Room (or No ER),617
2013,370875,Your Emergency Room,9487
2013,370875,Not Your Emergency Room (or No ER),7416
2013,370977,Your Emergency Room,3466
2013,370977,Not Your Emergency Room (or No ER),4264
2013,371256,Not Your Emergency Room (or No ER),10006
2013,371394,Your Emergency Room,5544
2013,371394,Not Your Emergency Room (or No ER),5628
2013,374024,Not Your Emergency Room (or No ER),3234
2013,374049,Not Your Emergency Room (or No ER),277
2013,374055,Not Your Emergency Room (or No ER),2771
2013,374094,Not Your Emergency Room (or No ER),1006
2013,380842,Not Your Emergency Room (or No ER),1187
2013,380857,Your Emergency Room,4433
2013,380857,Not Your Emergency Room (or No ER),9737
2013,380865,Not Your Emergency Room (or No ER),1010
2013,380868,Not Your Emergency Room (or No ER),749
2013,380929,Your Emergency Room,8162
2013,380929,Not Your Emergency Room (or No ER),18378
2013,380929,Unknown,5
2013,380933,Your Emergency Room,1519
2013,380933,Not Your Emergency Room (or No ER),2560
2013,380939,Your Emergency Room,10960
2013,380939,Not Your Emergency Room (or No ER),6205
2013,380960,Your Emergency Room,3528
2013,380960,Not Your Emergency Room (or No ER),2603
2013,380964,Your Emergency Room,2002
2013,380964,Not Your Emergency Room (or No ER),2748
2013,380964,Unknown,1
2013,380965,Your Emergency Room,3124
2013,380965,Not Your Emergency Room (or No ER),3184
2013,381154,Your Emergency Room,8786
2013,381154,Not Your Emergency Room (or No ER),21426
2013,382715,Your Emergency Room,1440
2013,382715,Not Your Emergency Room (or No ER),457
2013,390846,Your Emergency Room,4217
2013,390846,Not Your Emergency Room (or No ER),4572
2013,390923,Your Emergency Room,5001
2013,390923,Not Your Emergency Room (or No ER),2616
2013,391010,Your Emergency Room,4029
2013,391010,Not Your Emergency Room (or No ER),6091
2013,391042,Your Emergency Room,9297
2013,391042,Not Your Emergency Room (or No ER),7854
2013,391056,Your Emergency Room,2465
2013,391056,Not Your Emergency Room (or No ER),1765
2013,391056,Unknown,1
2013,392232,Not Your Emergency Room (or No ER),1803
2013,392287,Your Emergency Room,2074
2013,392287,Not Your Emergency Room (or No ER),2169
2013,394003,Not Your Emergency Room (or No ER),569
2013,394009,Your Emergency Room,4797
2013,394009,Not Your Emergency Room (or No ER),6876
2013,400466,Your Emergency Room,1765
2013,400466,Not Your Emergency Room (or No ER),1004
2013,400480,Your Emergency Room,2129
2013,400480,Not Your Emergency Room (or No ER),2626
2013,400524,Your Emergency Room,2333
2013,400524,Not Your Emergency Room (or No ER),4121
2013,400548,Your Emergency Room,3484
2013,400548,Not Your Emergency Room (or No ER),2058
2013,404046,Not Your Emergency Room (or No ER),1291
2013,410782,Your Emergency Room,3007
2013,410782,Not Your Emergency Room (or No ER),780
2013,410804,Your Emergency Room,3339
2013,410804,Not Your Emergency Room (or No ER),5700
2013,410806,Your Emergency Room,3599
2013,410806,Not Your Emergency Room (or No ER),1624
2013,410817,Your Emergency Room,5007
2013,410817,Not Your Emergency Room (or No ER),2473
2013,410828,Not Your Emergency Room (or No ER),99
2013,410852,Your Emergency Room,8223
2013,410852,Not Your Emergency Room (or No ER),7810
2013,410891,Your Emergency Room,2496
2013,410891,Not Your Emergency Room (or No ER),4643
2013,414018,Not Your Emergency Room (or No ER),237
2013,420483,Your Emergency Room,525
2013,420483,Not Your Emergency Room (or No ER),988
2013,420491,Your Emergency Room,1349
2013,420491,Not Your Emergency Room (or No ER),1557
2013,420493,Your Emergency Room,6285
2013,420493,Not Your Emergency Room (or No ER),7731
2013,420514,Your Emergency Room,8078
2013,420514,Not Your Emergency Room (or No ER),12283
2013,420522,Your Emergency Room,150
2013,420522,Not Your Emergency Room (or No ER),29
2013,424002,Not Your Emergency Room (or No ER),505
2013,430705,Your Emergency Room,11154
2013,430705,Not Your Emergency Room (or No ER),970
2013,430705,Unknown,1
2013,430763,Your Emergency Room,7973
2013,430763,Not Your Emergency Room (or No ER),15323
2013,430779,Your Emergency Room,8858
2013,430779,Not Your Emergency Room (or No ER),10535
2013,430837,Your Emergency Room,6473
2013,430837,Not Your Emergency Room (or No ER),8072
2013,430883,Your Emergency Room,12040
2013,430883,Not Your Emergency Room (or No ER),13581
2013,430905,Your Emergency Room,10405
2013,430905,Not Your Emergency Room (or No ER),14895
2013,430905,Unknown,3
2013,431506,Your Emergency Room,6005
2013,431506,Not Your Emergency Room (or No ER),7212
2013,434040,Not Your Emergency Room (or No ER),16153
2013,434051,Not Your Emergency Room (or No ER),22
2013,434138,Your Emergency Room,1973
2013,434138,Not Your Emergency Room (or No ER),1550
2013,434153,Your Emergency Room,8976
2013,434153,Not Your Emergency Room (or No ER),16301
2013,434218,Not Your Emergency Room (or No ER),1194
2013,434220,Not Your Emergency Room (or No ER),497
2013,440755,Your Emergency Room,6582
2013,440755,Not Your Emergency Room (or No ER),5306
2013,444012,Your Emergency Room,2
2013,444012,Not Your Emergency Room (or No ER),2275
2013,444012,Unknown,1
2013,444013,Your Emergency Room,3319
2013,444013,Not Your Emergency Room (or No ER),2251
2013,444029,Not Your Emergency Room (or No ER),16
2013,450936,Your Emergency Room,259
2013,450936,Not Your Emergency Room (or No ER),253
2013,450940,Your Emergency Room,5807
2013,450940,Not Your Emergency Room (or No ER),1271
2013,450949,Your Emergency Room,7027
2013,450949,Not Your Emergency Room (or No ER),7693
2013,454012,Not Your Emergency Room (or No ER),1217
2013,454013,Not Your Emergency Room (or No ER),229
2013,470871,Your Emergency Room,684
2013,470871,Not Your Emergency Room (or No ER),547
2013,474007,Your Emergency Room,1203
2013,474007,Not Your Emergency Room (or No ER),670
2013,480989,Your Emergency Room,4922
2013,480989,Not Your Emergency Room (or No ER),7470
2013,481015,Not Your Emergency Room (or No ER),2357
2013,481094,Your Emergency Room,3079
2013,481094,Not Your Emergency Room (or No ER),2086
2013,481357,Your Emergency Room,6402
2013,481357,Not Your Emergency Room (or No ER),3597
2013,484044,Your Emergency Room,3055
2013,484044,Not Your Emergency Room (or No ER),1474
2013,490919,Your Emergency Room,2747
2013,490919,Not Your Emergency Room (or No ER),4900
2013,490964,Your Emergency Room,617
2013,490964,Not Your Emergency Room (or No ER),286
2013,491001,Your Emergency Room,1804
2013,491001,Not Your Emergency Room (or No ER),1119
2013,491064,Your Emergency Room,7088
2013,491064,Not Your Emergency Room (or No ER),5138
2013,491076,Your Emergency Room,917
2013,491076,Not Your Emergency Room (or No ER),853
2013,491076,Unknown,3
2013,491338,Your Emergency Room,633
2013,491338,Not Your Emergency Room (or No ER),300
2013,494019,Your Emergency Room,4186
2013,494019,Not Your Emergency Room (or No ER),5664
2013,494048,Not Your Emergency Room (or No ER),118
2013,500852,Your Emergency Room,11540
2013,500852,Not Your Emergency Room (or No ER),15504
2013,500867,Your Emergency Room,6784
2013,500867,Not Your Emergency Room (or No ER),3980
2013,500939,Your Emergency Room,12324
2013,500939,Not Your Emergency Room (or No ER),6653
2013,500939,Unknown,1
2013,500954,Not Your Emergency Room (or No ER),213
2013,500967,Your Emergency Room,792
2013,500967,Not Your Emergency Room (or No ER),655
2013,504038,Not Your Emergency Room (or No ER),697
2013,514001,Not Your Emergency Room (or No ER),267
2013,514030,Not Your Emergency Room (or No ER),572
2013,514033,Not Your Emergency Room (or No ER),408
2013,521041,Your Emergency Room,1763
2013,521041,Not Your Emergency Room (or No ER),1808
2013,531059,Your Emergency Room,359
2013,531059,Not Your Emergency Room (or No ER),61
2013,540734,Your Emergency Room,11622
2013,540734,Not Your Emergency Room (or No ER),13918
2013,540798,Your Emergency Room,4033
2013,540798,Not Your Emergency Room (or No ER),3863
2013,540816,Your Emergency Room,2293
2013,540816,Not Your Emergency Room (or No ER),3121
2013,554011,Your Emergency Room,3469
2013,554011,Not Your Emergency Room (or No ER),1993
2013,560203,Not Your Emergency Room (or No ER),3860
2013,560473,Your Emergency Room,5569
2013,560473,Not Your Emergency Room (or No ER),8708
2013,560473,Unknown,1
2013,560481,Your Emergency Room,5676
2013,560481,Not Your Emergency Room (or No ER),7347
2013,560492,Your Emergency Room,8616
2013,560492,Not Your Emergency Room (or No ER),8514
2013,560492,Unknown,93
2013,560501,Your Emergency Room,622
2013,560501,Not Your Emergency Room (or No ER),407
2013,560508,Your Emergency Room,2420
2013,560508,Not Your Emergency Room (or No ER),505
2013,560525,Your Emergency Room,3910
2013,560525,Not Your Emergency Room (or No ER),1830
2013,560529,Your Emergency Room,5537
2013,560529,Not Your Emergency Room (or No ER),7038
2013,560838,Not Your Emergency Room (or No ER),169
2013,571086,Your Emergency Room,1925
2013,571086,Not Your Emergency Room (or No ER),2532
2013,574010,Your Emergency Room,1460
2013,574010,Not Your Emergency Room (or No ER),3380
2013,580996,Your Emergency Room,8576
2013,580996,Not Your Emergency Room (or No ER),5668
2014,100005,Your Emergency Room,6048
2014,100005,Not Your Emergency Room (or No ER),12134
2014,100005,Unknown,1
2014,100697,Your Emergency Room,177
2014,100697,Not Your Emergency Room (or No ER),67
2014,100717,Your Emergency Room,24442
2014,100717,Not Your Emergency Room (or No ER),19595
2014,100797,Your Emergency Room,343
2014,100797,Not Your Emergency Room (or No ER),3140
2014,100899,Your Emergency Room,10452
2014,100899,Not Your Emergency Room (or No ER),12520
2014,104023,Not Your Emergency Room (or No ER),1698
2014,104047,Not Your Emergency Room (or No ER),2194
2014,104062,Your Emergency Room,4003
2014,104062,Not Your Emergency Room (or No ER),3888
2014,104089,Not Your Emergency Room (or No ER),177
2014,105029,Not Your Emergency Room (or No ER),3361
2014,10735,Your Emergency Room,2214
2014,10735,Not Your Emergency Room (or No ER),478
2014,10739,Your Emergency Room,5349
2014,10739,Not Your Emergency Room (or No ER),15403
2014,10739,Unknown,10
2014,10776,Your Emergency Room,7152
2014,10776,Not Your Emergency Room (or No ER),3131
2014,10782,Not Your Emergency Room (or No ER),114
2014,10844,Your Emergency Room,1
2014,10844,Not Your Emergency Room (or No ER),2537
2014,10846,Your Emergency Room,8457
2014,10846,Not Your Emergency Room (or No ER),7075
2014,10856,Your Emergency Room,4480
2014,10856,Not Your Emergency Room (or No ER),5467
2014,10856,Unknown,1
2014,10858,Your Emergency Room,3160
2014,10858,Not Your Emergency Room (or No ER),3309
2014,10887,Not Your Emergency Room (or No ER),478
2014,10937,Your Emergency Room,7523
2014,10937,Not Your Emergency Room (or No ER),2987
2014,10967,Not Your Emergency Room (or No ER),2261
2014,10987,Your Emergency Room,7524
2014,10987,Not Your Emergency Room (or No ER),5829
2014,110889,Your Emergency Room,228
2014,110889,Not Your Emergency Room (or No ER),24
2014,121002,Your Emergency Room,1808
2014,121002,Not Your Emergency Room (or No ER),935
2014,121031,Your Emergency Room,14
2014,121031,Not Your Emergency Room (or No ER),22
2014,121051,Your Emergency Room,823
2014,121051,Not Your Emergency Room (or No ER),1001
2014,121080,Your Emergency Room,4225
2014,121080,Not Your Emergency Room (or No ER),2526
2014,124004,Not Your Emergency Room (or No ER),561
2014,130699,Your Emergency Room,3454
2014,130699,Not Your Emergency Room (or No ER),2593
2014,130760,Your Emergency Room,2201
2014,130760,Not Your Emergency Room (or No ER),4917
2014,13619,Your Emergency Room,2396
2014,13619,Not Your Emergency Room (or No ER),280
2014,13687,Not Your Emergency Room (or No ER),533
2014,13687,Unknown,1
2014,14034,Not Your Emergency Room (or No ER),4339
2014,14050,Your Emergency Room,3701
2014,14050,Not Your Emergency Room (or No ER),5641
2014,141273,Your Emergency Room,519
2014,141273,Not Your Emergency Room (or No ER),641
2014,14132,Your Emergency Room,1274
2014,14132,Not Your Emergency Room (or No ER),439
2014,141338,Your Emergency Room,30
2014,141338,Not Your Emergency Room (or No ER),19
2014,14207,Not Your Emergency Room (or No ER),1238
2014,14226,Not Your Emergency Room (or No ER),620
2014,14233,Your Emergency Room,6178
2014,14233,Not Your Emergency Room (or No ER),3952
2014,14233,Unknown,3
2014,14326,Your Emergency Room,4630
2014,14326,Not Your Emergency Room (or No ER),6016
2014,150706,Your Emergency Room,1890
2014,150706,Not Your Emergency Room (or No ER),2162
2014,150722,Your Emergency Room,9270
2014,150722,Not Your Emergency Room (or No ER),8364
2014,150736,Your Emergency Room,4291
2014,150736,Not Your Emergency Room (or No ER),7205
2014,150737,Your Emergency Room,585
2014,150737,Not Your Emergency Room (or No ER),129
2014,150761,Your Emergency Room,6986
2014,150761,Not Your Emergency Room (or No ER),7251
2014,150775,Not Your Emergency Room (or No ER),3593
2014,150782,Your Emergency Room,1279
2014,150782,Not Your Emergency Room (or No ER),1390
2014,150788,Your Emergency Room,11781
2014,150788,Not Your Emergency Room (or No ER),10045
2014,150788,Unknown,72
2014,150808,Your Emergency Room,127
2014,154022,Not Your Emergency Room (or No ER),1837
2014,154101,Your Emergency Room,3391
2014,154101,Not Your Emergency Room (or No ER),512
2014,154160,Not Your Emergency Room (or No ER),592
2014,160787,Not Your Emergency Room (or No ER),4387
2014,164029,Your Emergency Room,7172
2014,164029,Not Your Emergency Room (or No ER),2537
2014,171049,Your Emergency Room,1021
2014,171049,Not Your Emergency Room (or No ER),524
2014,171395,Your Emergency Room,1027
2014,171395,Not Your Emergency Room (or No ER),863
2014,184008,Your Emergency Room,863
2014,184008,Not Your Emergency Room (or No ER),607
2014,190017,Your Emergency Room,2959
2014,190017,Not Your Emergency Room (or No ER),2021
2014,190020,Not Your Emergency Room (or No ER),5131
2014,190034,Your Emergency Room,11822
2014,190034,Not Your Emergency Room (or No ER),13105
2014,190045,Your Emergency Room,7
2014,190045,Not Your Emergency Room (or No ER),6
2014,190049,Not Your Emergency Room (or No ER),950
2014,190052,Not Your Emergency Room (or No ER),762
2014,190053,Your Emergency Room,6443
2014,190053,Not Your Emergency Room (or No ER),7172
2014,190081,Your Emergency Room,6531
2014,190081,Not Your Emergency Room (or No ER),3426
2014,190081,Unknown,1
2014,190110,Your Emergency Room,6288
2014,190110,Not Your Emergency Room (or No ER),4304
2014,190125,Your Emergency Room,9447
2014,190125,Not Your Emergency Room (or No ER),10388
2014,190125,Unknown,2
2014,190137,Not Your Emergency Room (or No ER),1373
2014,190148,Your Emergency Room,15417
2014,190148,Not Your Emergency Room (or No ER),2621
2014,190148,Unknown,1
2014,190150,Not Your Emergency Room (or No ER),877
2014,190159,Your Emergency Room,2711
2014,190159,Not Your Emergency Room (or No ER),802
2014,190163,Not Your Emergency Room (or No ER),6653
2014,190170,Your Emergency Room,7130
2014,190170,Not Your Emergency Room (or No ER),8015
2014,190176,Not Your Emergency Room (or No ER),5903
2014,190184,Not Your Emergency Room (or No ER),6486
2014,190196,Not Your Emergency Room (or No ER),967
2014,190197,Your Emergency Room,3305
2014,190197,Not Your Emergency Room (or No ER),185
2014,190198,Your Emergency Room,2037
2014,190198,Not Your Emergency Room (or No ER),4202
2014,190200,Your Emergency Room,4547
2014,190200,Not Your Emergency Room (or No ER),7974
2014,190232,Not Your Emergency Room (or No ER),5686
2014,190240,Your Emergency Room,6258
2014,190240,Not Your Emergency Room (or No ER),1830
2014,190243,Your Emergency Room,6344
2014,190243,Not Your Emergency Room (or No ER),3673
2014,190256,Your Emergency Room,1828
2014,190256,Not Your Emergency Room (or No ER),1711
2014,190280,Your Emergency Room,2156
2014,190280,Not Your Emergency Room (or No ER),280
2014,190298,Your Emergency Room,3706
2014,190298,Not Your Emergency Room (or No ER),2234
2014,190305,Not Your Emergency Room (or No ER),792
2014,190307,Not Your Emergency Room (or No ER),9408
2014,190315,Your Emergency Room,5991
2014,190315,Not Your Emergency Room (or No ER),11317
2014,190317,Not Your Emergency Room (or No ER),1008
2014,190323,Your Emergency Room,13489
2014,190323,Not Your Emergency Room (or No ER),9311
2014,190323,Unknown,1
2014,190328,Your Emergency Room,1345
2014,190328,Not Your Emergency Room (or No ER),514
2014,190352,Your Emergency Room,2319
2014,190352,Not Your Emergency Room (or No ER),1654
2014,190380,Your Emergency Room,5
2014,190380,Not Your Emergency Room (or No ER),7279
2014,190382,Your Emergency Room,5673
2014,190382,Not Your Emergency Room (or No ER),10235
2014,190382,Unknown,6
2014,190385,Your Emergency Room,10182
2014,190385,Not Your Emergency Room (or No ER),9581
2014,190392,Your Emergency Room,5904
2014,190392,Not Your Emergency Room (or No ER),10003
2014,190400,Your Emergency Room,14221
2014,190400,Not Your Emergency Room (or No ER),14055
2014,190400,Unknown,16
2014,190410,Not Your Emergency Room (or No ER),2940
2014,190413,Your Emergency Room,6078
2014,190413,Not Your Emergency Room (or No ER),2752
2014,190422,Your Emergency Room,13372
2014,190422,Not Your Emergency Room (or No ER),13290
2014,190422,Unknown,39
2014,190429,Your Emergency Room,8298
2014,190429,Not Your Emergency Room (or No ER),19439
2014,190431,Your Emergency Room,6152
2014,190431,Not Your Emergency Room (or No ER),8052
2014,190432,Your Emergency Room,4594
2014,190432,Not Your Emergency Room (or No ER),6772
2014,190434,Your Emergency Room,6030
2014,190434,Not Your Emergency Room (or No ER),7449
2014,190449,Not Your Emergency Room (or No ER),2198
2014,190462,Not Your Emergency Room (or No ER),5134
2014,190468,Not Your Emergency Room (or No ER),1913
2014,190470,Your Emergency Room,12326
2014,190470,Not Your Emergency Room (or No ER),9915
2014,190470,Unknown,2
2014,190475,Your Emergency Room,4086
2014,190475,Not Your Emergency Room (or No ER),865
2014,190500,Your Emergency Room,2608
2014,190500,Not Your Emergency Room (or No ER),1531
2014,190517,Your Emergency Room,7619
2014,190517,Not Your Emergency Room (or No ER),7758
2014,190521,Your Emergency Room,5282
2014,190521,Not Your Emergency Room (or No ER),2404
2014,190522,Your Emergency Room,5860
2014,190522,Not Your Emergency Room (or No ER),6021
2014,190524,Your Emergency Room,5731
2014,190524,Not Your Emergency Room (or No ER),2239
2014,190525,Your Emergency Room,14320
2014,190525,Not Your Emergency Room (or No ER),5979
2014,190525,Unknown,1
2014,190529,Your Emergency Room,10931
2014,190529,Not Your Emergency Room (or No ER),7961
2014,190529,Unknown,6
2014,190534,Your Emergency Room,3040
2014,190534,Not Your Emergency Room (or No ER),797
2014,190541,Not Your Emergency Room (or No ER),848
2014,190547,Your Emergency Room,2013
2014,190547,Not Your Emergency Room (or No ER),4764
2014,190552,Not Your Emergency Room (or No ER),56
2014,190555,Your Emergency Room,21898
2014,190555,Not Your Emergency Room (or No ER),29312
2014,190568,Your Emergency Room,9739
2014,190568,Not Your Emergency Room (or No ER),5702
2014,190568,Unknown,2
2014,190570,Your Emergency Room,2104
2014,190570,Not Your Emergency Room (or No ER),880
2014,190587,Your Emergency Room,4372
2014,190587,Not Your Emergency Room (or No ER),2053
2014,190587,Unknown,6
2014,190630,Your Emergency Room,8891
2014,190630,Not Your Emergency Room (or No ER),17434
2014,190631,Your Emergency Room,11665
2014,190631,Not Your Emergency Room (or No ER),12369
2014,190636,Your Emergency Room,9667
2014,190636,Not Your Emergency Room (or No ER),10120
2014,190661,Not Your Emergency Room (or No ER),2806
2014,190673,Your Emergency Room,2075
2014,190673,Not Your Emergency Room (or No ER),1552
2014,190680,Your Emergency Room,3822
2014,190680,Not Your Emergency Room (or No ER),3275
2014,190680,Unknown,1
2014,190681,Not Your Emergency Room (or No ER),283
2014,190687,Your Emergency Room,8401
2014,190687,Not Your Emergency Room (or No ER),9484
2014,190696,Your Emergency Room,2972
2014,190696,Not Your Emergency Room (or No ER),2458
2014,190696,Unknown,2
2014,190708,Your Emergency Room,5193
2014,190708,Not Your Emergency Room (or No ER),766
2014,190712,Not Your Emergency Room (or No ER),79
2014,190754,Your Emergency Room,10256
2014,190754,Not Your Emergency Room (or No ER),13690
2014,190756,Your Emergency Room,5618
2014,190756,Not Your Emergency Room (or No ER),8384
2014,190758,Your Emergency Room,9438
2014,190758,Not Your Emergency Room (or No ER),9456
2014,190762,Your Emergency Room,4242
2014,190762,Not Your Emergency Room (or No ER),4241
2014,190766,Your Emergency Room,2787
2014,190766,Not Your Emergency Room (or No ER),340
2014,190782,Not Your Emergency Room (or No ER),2134
2014,190784,Not Your Emergency Room (or No ER),801
2014,190796,Your Emergency Room,8993
2014,190796,Not Your Emergency Room (or No ER),14060
2014,190812,Your Emergency Room,7748
2014,190812,Not Your Emergency Room (or No ER),10936
2014,190818,Your Emergency Room,3474
2014,190818,Not Your Emergency Room (or No ER),2726
2014,190857,Not Your Emergency Room (or No ER),130
2014,190859,Your Emergency Room,6876
2014,190859,Not Your Emergency Room (or No ER),2408
2014,190878,Your Emergency Room,9782
2014,190878,Not Your Emergency Room (or No ER),13460
2014,190883,Your Emergency Room,4547
2014,190883,Not Your Emergency Room (or No ER),7942
2014,190883,Unknown,3
2014,190930,Not Your Emergency Room (or No ER),1878
2014,190949,Your Emergency Room,9430
2014,190949,Not Your Emergency Room (or No ER),4060
2014,191216,Not Your Emergency Room (or No ER),1452
2014,191225,Not Your Emergency Room (or No ER),722
2014,191227,Your Emergency Room,13703
2014,191227,Not Your Emergency Room (or No ER),5540
2014,191227,Unknown,3
2014,191228,Your Emergency Room,22974
2014,191228,Not Your Emergency Room (or No ER),8661
2014,191231,Your Emergency Room,8950
2014,191231,Not Your Emergency Room (or No ER),3766
2014,191231,Unknown,4
2014,191306,Not Your Emergency Room (or No ER),3507
2014,191306,Unknown,5
2014,191450,Your Emergency Room,5208
2014,191450,Not Your Emergency Room (or No ER),7049
2014,194010,Not Your Emergency Room (or No ER),916
2014,194219,Not Your Emergency Room (or No ER),11905
2014,194967,Not Your Emergency Room (or No ER),105
2014,194981,Not Your Emergency Room (or No ER),124
2014,196035,Your Emergency Room,6980
2014,196035,Not Your Emergency Room (or No ER),8436
2014,196168,Not Your Emergency Room (or No ER),20787
2014,196403,Your Emergency Room,9609
2014,196403,Not Your Emergency Room (or No ER),12281
2014,196404,Not Your Emergency Room (or No ER),572
2014,196405,Your Emergency Room,6988
2014,196405,Not Your Emergency Room (or No ER),1376
2014,201281,Your Emergency Room,2159
2014,201281,Not Your Emergency Room (or No ER),3314
2014,204019,Your Emergency Room,8135
2014,204019,Not Your Emergency Room (or No ER),4817
2014,210992,Your Emergency Room,2822
2014,210992,Not Your Emergency Room (or No ER),1465
2014,210993,Not Your Emergency Room (or No ER),439
2014,211006,Your Emergency Room,5191
2014,211006,Not Your Emergency Room (or No ER),5068
2014,214034,Your Emergency Room,1081
2014,214034,Not Your Emergency Room (or No ER),234
2014,214034,Unknown,2
2014,220733,Your Emergency Room,153
2014,220733,Not Your Emergency Room (or No ER),77
2014,230949,Your Emergency Room,737
2014,230949,Not Your Emergency Room (or No ER),748
2014,231013,Your Emergency Room,687
2014,231013,Not Your Emergency Room (or No ER),678
2014,231396,Your Emergency Room,2328
2014,231396,Not Your Emergency Room (or No ER),2155
2014,240924,Your Emergency Room,731
2014,240924,Not Your Emergency Room (or No ER),1456
2014,240942,Your Emergency Room,5788
2014,240942,Not Your Emergency Room (or No ER),5339
2014,244027,Not Your Emergency Room (or No ER),527
2014,250955,Your Emergency Room,5
2014,250955,Not Your Emergency Room (or No ER),18
2014,250956,Not Your Emergency Room (or No ER),84
2014,260011,Your Emergency Room,287
2014,260011,Not Your Emergency Room (or No ER),358
2014,270744,Your Emergency Room,6743
