Year,Oshpd_ID,Facility_Name,Type_Of_Control,County_Name,Principal_Procedure_Group,Count
2013,361458,COLORADO RIVER MEDICAL CENTER,Investor,SAN BERNARDINO,Skin,15
2013,361458,COLORADO RIVER MEDICAL CENTER,Investor,SAN BERNARDINO,Diagnostic/Therapeutic,29
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Nervous System,4
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Endocrine System,3
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Eye,1
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Nose/Mouth/Pharynx,5
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Respiratory,32
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Cardiovascular,94
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Blood/Lymph Organs,6
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Digestive,305
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Urinary,77
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Male Reproductive Organs,47
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Female Reproductive Organs,32
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,OB Procedures,539
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Musculoskeletal,115
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Skin,45
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Diagnostic/Therapeutic,519
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Other Interventions,4
2013,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,Non-Profit,SAN BERNARDINO,Diagnostic/Therapeutic,660
2013,364050,CANYON RIDGE HOSPITAL,Investor,SAN BERNARDINO,Diagnostic/Therapeutic,316
2013,364121,BALLARD REHABILITATION HOSP,Investor,SAN BERNARDINO,Cardiovascular,49
2013,364121,BALLARD REHABILITATION HOSP,Investor,SAN BERNARDINO,Digestive,15
2013,364121,BALLARD REHABILITATION HOSP,Investor,SAN BERNARDINO,Urinary,1
2013,364121,BALLARD REHABILITATION HOSP,Investor,SAN BERNARDINO,Skin,1
2013,364121,BALLARD REHABILITATION HOSP,Investor,SAN BERNARDINO,Diagnostic/Therapeutic,399
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Nervous System,14
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Endocrine System,5
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Eye,4
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Ear,3
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Nose/Mouth/Pharynx,8
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Respiratory,66
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Cardiovascular,803
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Blood/Lymph Organs,7
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Digestive,831
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Urinary,66
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Male Reproductive Organs,26
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Female Reproductive Organs,154
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,OB Procedures,828
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Musculoskeletal,262
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Skin,97
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Diagnostic/Therapeutic,5448
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Other Interventions,29
2013,364188,KINDRED HOSPITAL RANCHO,Investor,SAN BERNARDINO,Nervous System,20
2013,364188,KINDRED HOSPITAL RANCHO,Investor,SAN BERNARDINO,Nose/Mouth/Pharynx,1
2013,364188,KINDRED HOSPITAL RANCHO,Investor,SAN BERNARDINO,Respiratory,24
2013,364188,KINDRED HOSPITAL RANCHO,Investor,SAN BERNARDINO,Cardiovascular,88
2013,364188,KINDRED HOSPITAL RANCHO,Investor,SAN BERNARDINO,Digestive,38
2013,364188,KINDRED HOSPITAL RANCHO,Investor,SAN BERNARDINO,Urinary,2
2013,364188,KINDRED HOSPITAL RANCHO,Investor,SAN BERNARDINO,Musculoskeletal,119
2013,364188,KINDRED HOSPITAL RANCHO,Investor,SAN BERNARDINO,Skin,32
2013,364188,KINDRED HOSPITAL RANCHO,Investor,SAN BERNARDINO,Diagnostic/Therapeutic,195
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Nervous System,369
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Endocrine System,55
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Eye,36
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Ear,5
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Nose/Mouth/Pharynx,65
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Respiratory,323
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Cardiovascular,1081
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Blood/Lymph Organs,62
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Digestive,2106
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Urinary,410
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Male Reproductive Organs,133
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Female Reproductive Organs,317
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,OB Procedures,2498
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Musculoskeletal,1212
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Skin,703
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Diagnostic/Therapeutic,4667
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Other Interventions,20
2013,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Nervous System,10
2013,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Endocrine System,1
2013,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Eye,1
2013,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Nose/Mouth/Pharynx,2
2013,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Respiratory,23
2013,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Cardiovascular,137
2013,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Digestive,254
2013,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Urinary,3
2013,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Male Reproductive Organs,14
2013,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Female Reproductive Organs,28
2013,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,OB Procedures,339
2013,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Musculoskeletal,28
2013,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Skin,47
2013,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Diagnostic/Therapeutic,225
2013,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Other Interventions,2
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Nervous System,119
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Endocrine System,7
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Eye,7
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Ear,1
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Nose/Mouth/Pharynx,36
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Respiratory,202
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Cardiovascular,835
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Blood/Lymph Organs,12
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Digestive,688
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Urinary,41
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Male Reproductive Organs,29
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Female Reproductive Organs,17
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Musculoskeletal,705
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Skin,153
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Diagnostic/Therapeutic,664
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Other Interventions,9
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Nervous System,893
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Endocrine System,39
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Eye,26
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Ear,40
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Nose/Mouth/Pharynx,373
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Respiratory,247
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Cardiovascular,907
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Blood/Lymph Organs,99
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Digestive,1727
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Urinary,208
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Male Reproductive Organs,36
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Female Reproductive Organs,74
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Musculoskeletal,1617
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Skin,297
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Diagnostic/Therapeutic,3024
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Other Interventions,12
2013,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Nervous System,13
2013,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Eye,1
2013,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Nose/Mouth/Pharynx,1
2013,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Respiratory,31
2013,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Cardiovascular,57
2013,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Digestive,205
2013,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Urinary,11
2013,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Male Reproductive Organs,1
2013,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Female Reproductive Organs,7
2013,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Musculoskeletal,1381
2013,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Skin,14
2013,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Diagnostic/Therapeutic,131
2013,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Other Interventions,19
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Nervous System,460
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Endocrine System,53
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Eye,26
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Ear,11
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Nose/Mouth/Pharynx,148
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Respiratory,498
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Cardiovascular,2124
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Blood/Lymph Organs,95
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Digestive,2718
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Urinary,464
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Male Reproductive Organs,124
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Female Reproductive Organs,287
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,OB Procedures,10
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Musculoskeletal,2945
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Skin,539
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Diagnostic/Therapeutic,1998
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Other Interventions,198
2013,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Nervous System,83
2013,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Eye,1
2013,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Nose/Mouth/Pharynx,143
2013,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Respiratory,6
2013,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Cardiovascular,224
2013,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Digestive,36
2013,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Urinary,5
2013,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Male Reproductive Organs,132
2013,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Female Reproductive Organs,541
2013,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,OB Procedures,9019
2013,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Musculoskeletal,3
2013,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Skin,15
2013,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Diagnostic/Therapeutic,1744
2013,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Other Interventions,1
2013,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Nervous System,6
2013,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Endocrine System,6
2013,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Nose/Mouth/Pharynx,3
2013,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Respiratory,18
2013,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Cardiovascular,28
2013,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Blood/Lymph Organs,3
2013,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Digestive,166
2013,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Urinary,44
2013,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Male Reproductive Organs,35
2013,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Female Reproductive Organs,93
2013,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,OB Procedures,360
2013,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Musculoskeletal,290
2013,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Skin,20
2013,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Diagnostic/Therapeutic,232
2013,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Other Interventions,20
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Nervous System,608
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Endocrine System,26
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Eye,11
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Ear,6
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Nose/Mouth/Pharynx,87
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Respiratory,490
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Cardiovascular,2324
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Blood/Lymph Organs,63
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Digestive,3042
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Urinary,327
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Male Reproductive Organs,193
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Female Reproductive Organs,386
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,OB Procedures,3801
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Musculoskeletal,2026
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Skin,500
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Diagnostic/Therapeutic,3885
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Other Interventions,132
2013,370721,KINDRED HOSPITAL - SAN DIEGO,Investor,SAN DIEGO,Respiratory,30
2013,370721,KINDRED HOSPITAL - SAN DIEGO,Investor,SAN DIEGO,Cardiovascular,101
2013,370721,KINDRED HOSPITAL - SAN DIEGO,Investor,SAN DIEGO,Digestive,29
2013,370721,KINDRED HOSPITAL - SAN DIEGO,Investor,SAN DIEGO,Urinary,1
2013,370721,KINDRED HOSPITAL - SAN DIEGO,Investor,SAN DIEGO,Musculoskeletal,19
2013,370721,KINDRED HOSPITAL - SAN DIEGO,Investor,SAN DIEGO,Skin,38
2013,370721,KINDRED HOSPITAL - SAN DIEGO,Investor,SAN DIEGO,Diagnostic/Therapeutic,155
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Nervous System,562
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Endocrine System,93
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Eye,13
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Ear,10
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Nose/Mouth/Pharynx,289
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Respiratory,384
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Cardiovascular,968
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Blood/Lymph Organs,84
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Digestive,2578
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Urinary,455
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Male Reproductive Organs,1601
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Female Reproductive Organs,351
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,OB Procedures,4367
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Musculoskeletal,2477
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Skin,535
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Diagnostic/Therapeutic,2453
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Other Interventions,173
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Nervous System,364
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Endocrine System,105
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Eye,54
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Ear,11
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Nose/Mouth/Pharynx,199
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Respiratory,515
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Cardiovascular,2967
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Blood/Lymph Organs,103
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Digestive,3785
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Urinary,415
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Male Reproductive Organs,286
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Female Reproductive Organs,455
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,OB Procedures,3673
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Musculoskeletal,2474
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Skin,1048
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Diagnostic/Therapeutic,6959
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Other Interventions,93
2013,370745,SHARP MESA VISTA HOSPITAL,Non-Profit,SAN DIEGO,Cardiovascular,1
2013,370745,SHARP MESA VISTA HOSPITAL,Non-Profit,SAN DIEGO,Skin,1
2013,370745,SHARP MESA VISTA HOSPITAL,Non-Profit,SAN DIEGO,Diagnostic/Therapeutic,1877
2013,370749,ALVARADO PARKWAY INSTITUTE B.H.S.,Investor,SAN DIEGO,Diagnostic/Therapeutic,404
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Nervous System,408
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Endocrine System,20
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Eye,11
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Ear,4
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Nose/Mouth/Pharynx,38
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Respiratory,410
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Cardiovascular,1899
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Blood/Lymph Organs,55
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Digestive,1949
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Urinary,336
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Male Reproductive Organs,464
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Female Reproductive Organs,142
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,OB Procedures,3153
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Musculoskeletal,2044
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Skin,445
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Diagnostic/Therapeutic,1500
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Other Interventions,51
2013,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Nervous System,20
2013,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Endocrine System,3
2013,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Eye,4
2013,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Nose/Mouth/Pharynx,5
2013,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Respiratory,61
2013,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Cardiovascular,502
2013,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Blood/Lymph Organs,2
2013,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Digestive,346
2013,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Urinary,19
2013,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Male Reproductive Organs,21
