Year,OSHPD ID,Facility Name,County Name,Type of Control,Disposition,Count
2013,190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Other Care (Another Hospital),26
2013,190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Skilled Nursing/IC (Elsewhere),962
2013,190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Residential Care Facility,17
2013,190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Against Medical Advice,148
2013,190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Died,113
2013,190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Home Health Service,453
2013,190883,WHITTIER HOSPITAL MEDICAL CENTER,LOS ANGELES,Investor,Other,55
2013,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,LOS ANGELES,UC,Routine (Home),1686
2013,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,LOS ANGELES,UC,Acute Care (Another Hospital),81
2013,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,LOS ANGELES,UC,Other Care (Another Hospital),6
2013,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,LOS ANGELES,UC,Skilled Nursing/IC (Elsewhere),96
2013,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,LOS ANGELES,UC,Residential Care Facility,17
2013,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,LOS ANGELES,UC,Against Medical Advice,1
2013,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,LOS ANGELES,UC,Home Health Service,8
2013,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,LOS ANGELES,UC,Other,2
2013,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Routine (Home),9617
2013,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Acute Care (This Hospital),17
2013,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Other Care (This Hospital),176
2013,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Acute Care (Another Hospital),314
2013,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Other Care (Another Hospital),43
2013,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Skilled Nursing/IC (Elsewhere),869
2013,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Residential Care Facility,129
2013,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Prison/Jail,100
2013,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Against Medical Advice,243
2013,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Died,202
2013,190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,LOS ANGELES,Non-Profit,Home Health Service,1256
2013,191216,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",LOS ANGELES,Non-Profit,Routine (Home),764
2013,191216,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",LOS ANGELES,Non-Profit,Acute Care (Another Hospital),48
2013,191216,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",LOS ANGELES,Non-Profit,Other Care (Another Hospital),13
2013,191216,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",LOS ANGELES,Non-Profit,Skilled Nursing/IC (Elsewhere),30
2013,191216,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",LOS ANGELES,Non-Profit,Against Medical Advice,3
2013,191216,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",LOS ANGELES,Non-Profit,Died,59
2013,191216,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",LOS ANGELES,Non-Profit,Home Health Service,230
2013,191216,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",LOS ANGELES,Non-Profit,Other,3
2013,191225,TOM REDGATE MEMORIAL RECOVERY CENTER,LOS ANGELES,Non-Profit,Routine (Home),286
2013,191225,TOM REDGATE MEMORIAL RECOVERY CENTER,LOS ANGELES,Non-Profit,Acute Care (Another Hospital),5
2013,191225,TOM REDGATE MEMORIAL RECOVERY CENTER,LOS ANGELES,Non-Profit,Other Care (Another Hospital),9
2013,191225,TOM REDGATE MEMORIAL RECOVERY CENTER,LOS ANGELES,Non-Profit,Against Medical Advice,164
2013,191225,TOM REDGATE MEMORIAL RECOVERY CENTER,LOS ANGELES,Non-Profit,Other,1
2013,191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Routine (Home),18361
2013,191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Other Care (This Hospital),12
2013,191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Acute Care (Another Hospital),357
2013,191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Other Care (Another Hospital),114
2013,191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Skilled Nursing/IC (Elsewhere),469
2013,191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Residential Care Facility,113
2013,191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Prison/Jail,42
2013,191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Against Medical Advice,317
2013,191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Died,360
2013,191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Home Health Service,273
2013,191227,LAC/HARBOR-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Other,134
2013,191228,LAC+USC MEDICAL CENTER,LOS ANGELES,City/County,Routine (Home),25843
2013,191228,LAC+USC MEDICAL CENTER,LOS ANGELES,City/County,Other Care (This Hospital),57
2013,191228,LAC+USC MEDICAL CENTER,LOS ANGELES,City/County,Acute Care (Another Hospital),613
2013,301379,WEST ANAHEIM MEDICAL CENTER,ORANGE,Investor,Home Health Service,138
2013,191228,LAC+USC MEDICAL CENTER,LOS ANGELES,City/County,Other Care (Another Hospital),716
2013,191228,LAC+USC MEDICAL CENTER,LOS ANGELES,City/County,Skilled Nursing/IC (Elsewhere),674
2013,191228,LAC+USC MEDICAL CENTER,LOS ANGELES,City/County,Prison/Jail,1769
2013,191228,LAC+USC MEDICAL CENTER,LOS ANGELES,City/County,Against Medical Advice,764
2013,191228,LAC+USC MEDICAL CENTER,LOS ANGELES,City/County,Died,724
2013,191228,LAC+USC MEDICAL CENTER,LOS ANGELES,City/County,Home Health Service,41
2013,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Routine (Home),12046
2013,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Acute Care (This Hospital),21
2013,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Other Care (This Hospital),25
2013,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Acute Care (Another Hospital),282
2013,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Other Care (Another Hospital),20
2013,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Skilled Nursing/IC (Elsewhere),323
2013,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Residential Care Facility,56
2013,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Prison/Jail,36
2013,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Against Medical Advice,270
2013,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Died,114
2013,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Home Health Service,114
2013,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,LOS ANGELES,City/County,Other,62
2013,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Routine (Home),2501
2013,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Acute Care (This Hospital),267
2013,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Other Care (This Hospital),309
2013,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Skilled Nursing/IC (This Hospital),9
2013,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Acute Care (Another Hospital),109
2013,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Other Care (Another Hospital),2
2013,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Skilled Nursing/IC (Elsewhere),147
2013,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Residential Care Facility,87
2013,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Prison/Jail,3
2013,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Against Medical Advice,59
2013,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Died,6
2013,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,LOS ANGELES,City/County,Home Health Service,203
2013,191450,KAISER FND HOSP - WOODLAND HILLS,LOS ANGELES,Non-Profit,Routine (Home),8184
2013,191450,KAISER FND HOSP - WOODLAND HILLS,LOS ANGELES,Non-Profit,Acute Care (Another Hospital),333
2013,191450,KAISER FND HOSP - WOODLAND HILLS,LOS ANGELES,Non-Profit,Other Care (Another Hospital),55
2013,191450,KAISER FND HOSP - WOODLAND HILLS,LOS ANGELES,Non-Profit,Skilled Nursing/IC (Elsewhere),657
2013,191450,KAISER FND HOSP - WOODLAND HILLS,LOS ANGELES,Non-Profit,Residential Care Facility,115
2013,191450,KAISER FND HOSP - WOODLAND HILLS,LOS ANGELES,Non-Profit,Prison/Jail,1
2013,191450,KAISER FND HOSP - WOODLAND HILLS,LOS ANGELES,Non-Profit,Against Medical Advice,77
2013,191450,KAISER FND HOSP - WOODLAND HILLS,LOS ANGELES,Non-Profit,Died,320
2013,191450,KAISER FND HOSP - WOODLAND HILLS,LOS ANGELES,Non-Profit,Home Health Service,2356
2013,191450,KAISER FND HOSP - WOODLAND HILLS,LOS ANGELES,Non-Profit,Other,2
2013,194010,AMERICAN RECOVERY CENTER,LOS ANGELES,Non-Profit,Routine (Home),650
2013,194010,AMERICAN RECOVERY CENTER,LOS ANGELES,Non-Profit,Acute Care (Another Hospital),12
2013,194010,AMERICAN RECOVERY CENTER,LOS ANGELES,Non-Profit,Residential Care Facility,41
2013,194010,AMERICAN RECOVERY CENTER,LOS ANGELES,Non-Profit,Against Medical Advice,279
2013,194010,AMERICAN RECOVERY CENTER,LOS ANGELES,Non-Profit,Died,1
2013,194219,KECK HOSPITAL OF USC,LOS ANGELES,Non-Profit,Routine (Home),7002
2013,194219,KECK HOSPITAL OF USC,LOS ANGELES,Non-Profit,Acute Care (This Hospital),22
2013,194219,KECK HOSPITAL OF USC,LOS ANGELES,Non-Profit,Other Care (This Hospital),186
2013,194219,KECK HOSPITAL OF USC,LOS ANGELES,Non-Profit,Skilled Nursing/IC (This Hospital),14
2013,194219,KECK HOSPITAL OF USC,LOS ANGELES,Non-Profit,Acute Care (Another Hospital),133
2013,194219,KECK HOSPITAL OF USC,LOS ANGELES,Non-Profit,Other Care (Another Hospital),149
2013,194219,KECK HOSPITAL OF USC,LOS ANGELES,Non-Profit,Skilled Nursing/IC (Elsewhere),642
2013,194219,KECK HOSPITAL OF USC,LOS ANGELES,Non-Profit,Residential Care Facility,4
2013,194219,KECK HOSPITAL OF USC,LOS ANGELES,Non-Profit,Against Medical Advice,18
2013,194219,KECK HOSPITAL OF USC,LOS ANGELES,Non-Profit,Died,301
2013,194219,KECK HOSPITAL OF USC,LOS ANGELES,Non-Profit,Home Health Service,1979
2013,194219,KECK HOSPITAL OF USC,LOS ANGELES,Non-Profit,Other,10
2013,194967,STAR VIEW ADOLESCENT - P H F,LOS ANGELES,Investor,Routine (Home),68
2013,194967,STAR VIEW ADOLESCENT - P H F,LOS ANGELES,Investor,Acute Care (Another Hospital),7
2013,194967,STAR VIEW ADOLESCENT - P H F,LOS ANGELES,Investor,Other Care (Another Hospital),4
2013,194967,STAR VIEW ADOLESCENT - P H F,LOS ANGELES,Investor,Prison/Jail,1
2013,194967,STAR VIEW ADOLESCENT - P H F,LOS ANGELES,Investor,Against Medical Advice,2
2013,194981,LA CASA PSYCHIATRIC HEALTH FACILITY,LOS ANGELES,Investor,Routine (Home),14
2013,194981,LA CASA PSYCHIATRIC HEALTH FACILITY,LOS ANGELES,Investor,Other Care (Another Hospital),1
2013,194981,LA CASA PSYCHIATRIC HEALTH FACILITY,LOS ANGELES,Investor,Skilled Nursing/IC (Elsewhere),2
2013,194981,LA CASA PSYCHIATRIC HEALTH FACILITY,LOS ANGELES,Investor,Residential Care Facility,94
2013,194981,LA CASA PSYCHIATRIC HEALTH FACILITY,LOS ANGELES,Investor,Against Medical Advice,10
2013,196035,KAISER FND HOSP - BALDWIN PARK,LOS ANGELES,Non-Profit,Routine (Home),10872
2013,196035,KAISER FND HOSP - BALDWIN PARK,LOS ANGELES,Non-Profit,Acute Care (This Hospital),1
2013,196035,KAISER FND HOSP - BALDWIN PARK,LOS ANGELES,Non-Profit,Acute Care (Another Hospital),399
2013,196035,KAISER FND HOSP - BALDWIN PARK,LOS ANGELES,Non-Profit,Other Care (Another Hospital),49
2013,196035,KAISER FND HOSP - BALDWIN PARK,LOS ANGELES,Non-Profit,Skilled Nursing/IC (Elsewhere),955
2013,196035,KAISER FND HOSP - BALDWIN PARK,LOS ANGELES,Non-Profit,Residential Care Facility,21
2013,196035,KAISER FND HOSP - BALDWIN PARK,LOS ANGELES,Non-Profit,Against Medical Advice,57
2013,196035,KAISER FND HOSP - BALDWIN PARK,LOS ANGELES,Non-Profit,Died,231
2013,196035,KAISER FND HOSP - BALDWIN PARK,LOS ANGELES,Non-Profit,Home Health Service,2963
2013,196035,KAISER FND HOSP - BALDWIN PARK,LOS ANGELES,Non-Profit,Other,16
2013,196035,KAISER FND HOSP - BALDWIN PARK,LOS ANGELES,Non-Profit,Unknown,1
2013,196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,LOS ANGELES,Non-Profit,Routine (Home),20798
2013,196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,LOS ANGELES,Non-Profit,Acute Care (This Hospital),3
2013,196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,LOS ANGELES,Non-Profit,Acute Care (Another Hospital),86
2013,196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,LOS ANGELES,Non-Profit,Other Care (Another Hospital),13
2013,196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,LOS ANGELES,Non-Profit,Skilled Nursing/IC (Elsewhere),38
2013,196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,LOS ANGELES,Non-Profit,Residential Care Facility,1
2013,196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,LOS ANGELES,Non-Profit,Died,51
2013,196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,LOS ANGELES,Non-Profit,Home Health Service,248
2013,196168,EARL AND LORRAINE MILLER CHILDRENS HOSPITAL,LOS ANGELES,Non-Profit,Unknown,1
2013,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Non-Profit,Routine (Home),16744
2013,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Non-Profit,Other Care (This Hospital),2
2013,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Non-Profit,Acute Care (Another Hospital),530
2013,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Non-Profit,Other Care (Another Hospital),111
2013,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Non-Profit,Skilled Nursing/IC (Elsewhere),962
2013,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Non-Profit,Residential Care Facility,32
2013,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Non-Profit,Prison/Jail,3
2013,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Non-Profit,Against Medical Advice,101
2013,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Non-Profit,Died,312
2013,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Non-Profit,Home Health Service,2970
2013,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Non-Profit,Other,6
2013,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,LOS ANGELES,Non-Profit,Unknown,2
2013,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,LOS ANGELES,Non-Profit,Routine (Home),166
2013,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,LOS ANGELES,Non-Profit,Other Care (This Hospital),8
2013,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/IC (This Hospital),29
2013,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,LOS ANGELES,Non-Profit,Acute Care (Another Hospital),248
2013,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,LOS ANGELES,Non-Profit,Skilled Nursing/IC (Elsewhere),7
2013,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,LOS ANGELES,Non-Profit,Residential Care Facility,13
2013,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,LOS ANGELES,Non-Profit,Died,45
2013,196405,PALMDALE REGIONAL MEDICAL CENTER,LOS ANGELES,Investor,Routine (Home),5582
2013,196405,PALMDALE REGIONAL MEDICAL CENTER,LOS ANGELES,Investor,Acute Care (Another Hospital),102
2013,196405,PALMDALE REGIONAL MEDICAL CENTER,LOS ANGELES,Investor,Other Care (Another Hospital),87
2013,196405,PALMDALE REGIONAL MEDICAL CENTER,LOS ANGELES,Investor,Skilled Nursing/IC (Elsewhere),672
2013,196405,PALMDALE REGIONAL MEDICAL CENTER,LOS ANGELES,Investor,Residential Care Facility,10
2013,196405,PALMDALE REGIONAL MEDICAL CENTER,LOS ANGELES,Investor,Prison/Jail,158
2013,196405,PALMDALE REGIONAL MEDICAL CENTER,LOS ANGELES,Investor,Against Medical Advice,147
2013,196405,PALMDALE REGIONAL MEDICAL CENTER,LOS ANGELES,Investor,Died,228
2013,196405,PALMDALE REGIONAL MEDICAL CENTER,LOS ANGELES,Investor,Home Health Service,957
2013,201281,MADERA COMMUNITY HOSPITAL,MADERA,Non-Profit,Routine (Home),5132
2013,201281,MADERA COMMUNITY HOSPITAL,MADERA,Non-Profit,Acute Care (Another Hospital),161
2013,201281,MADERA COMMUNITY HOSPITAL,MADERA,Non-Profit,Other Care (Another Hospital),4
2013,201281,MADERA COMMUNITY HOSPITAL,MADERA,Non-Profit,Skilled Nursing/IC (Elsewhere),400
2013,201281,MADERA COMMUNITY HOSPITAL,MADERA,Non-Profit,Residential Care Facility,2
2013,201281,MADERA COMMUNITY HOSPITAL,MADERA,Non-Profit,Prison/Jail,84
2013,201281,MADERA COMMUNITY HOSPITAL,MADERA,Non-Profit,Against Medical Advice,57
2013,201281,MADERA COMMUNITY HOSPITAL,MADERA,Non-Profit,Died,128
2013,201281,MADERA COMMUNITY HOSPITAL,MADERA,Non-Profit,Home Health Service,17
2013,201281,MADERA COMMUNITY HOSPITAL,MADERA,Non-Profit,Other,31
2013,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,Non-Profit,Routine (Home),12189
2013,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,Non-Profit,Acute Care (This Hospital),1
2013,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,Non-Profit,Other Care (This Hospital),30
2013,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,Non-Profit,Acute Care (Another Hospital),142
2013,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,Non-Profit,Other Care (Another Hospital),21
2013,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,Non-Profit,Prison/Jail,1
2013,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,Non-Profit,Against Medical Advice,15
2013,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,Non-Profit,Died,96
2013,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,Non-Profit,Home Health Service,31
2013,204019,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,MADERA,Non-Profit,Unknown,2
2013,210992,KAISER FND HOSP - SAN RAFAEL,MARIN,Non-Profit,Routine (Home),2653
2013,210992,KAISER FND HOSP - SAN RAFAEL,MARIN,Non-Profit,Acute Care (Another Hospital),225
2013,210992,KAISER FND HOSP - SAN RAFAEL,MARIN,Non-Profit,Other Care (Another Hospital),31
2013,210992,KAISER FND HOSP - SAN RAFAEL,MARIN,Non-Profit,Skilled Nursing/IC (Elsewhere),618
2013,210992,KAISER FND HOSP - SAN RAFAEL,MARIN,Non-Profit,Residential Care Facility,44
2013,210992,KAISER FND HOSP - SAN RAFAEL,MARIN,Non-Profit,Prison/Jail,1
2013,210992,KAISER FND HOSP - SAN RAFAEL,MARIN,Non-Profit,Against Medical Advice,30
2013,210992,KAISER FND HOSP - SAN RAFAEL,MARIN,Non-Profit,Died,155
2013,210992,KAISER FND HOSP - SAN RAFAEL,MARIN,Non-Profit,Home Health Service,1040
2013,210992,KAISER FND HOSP - SAN RAFAEL,MARIN,Non-Profit,Other,1
2013,210992,KAISER FND HOSP - SAN RAFAEL,MARIN,Non-Profit,Unknown,1
2013,210993,KENTFIELD REHABILITATION & SPECIALTY HOSPITAL,MARIN,Investor,Routine (Home),17
2013,210993,KENTFIELD REHABILITATION & SPECIALTY HOSPITAL,MARIN,Investor,Acute Care (Another Hospital),116
2013,210993,KENTFIELD REHABILITATION & SPECIALTY HOSPITAL,MARIN,Investor,Other Care (Another Hospital),9
2013,210993,KENTFIELD REHABILITATION & SPECIALTY HOSPITAL,MARIN,Investor,Skilled Nursing/IC (Elsewhere),211
2013,210993,KENTFIELD REHABILITATION & SPECIALTY HOSPITAL,MARIN,Investor,Residential Care Facility,1
2013,210993,KENTFIELD REHABILITATION & SPECIALTY HOSPITAL,MARIN,Investor,Against Medical Advice,6
2013,210993,KENTFIELD REHABILITATION & SPECIALTY HOSPITAL,MARIN,Investor,Died,29
2013,210993,KENTFIELD REHABILITATION & SPECIALTY HOSPITAL,MARIN,Investor,Home Health Service,56
2013,210993,KENTFIELD REHABILITATION & SPECIALTY HOSPITAL,MARIN,Investor,Other,1
2013,211006,MARIN GENERAL HOSPITAL,MARIN,District,Routine (Home),6509
2013,211006,MARIN GENERAL HOSPITAL,MARIN,District,Other Care (This Hospital),69
2013,211006,MARIN GENERAL HOSPITAL,MARIN,District,Acute Care (Another Hospital),290
2013,211006,MARIN GENERAL HOSPITAL,MARIN,District,Other Care (Another Hospital),33
2013,211006,MARIN GENERAL HOSPITAL,MARIN,District,Skilled Nursing/IC (Elsewhere),1414
2013,211006,MARIN GENERAL HOSPITAL,MARIN,District,Residential Care Facility,44
2013,211006,MARIN GENERAL HOSPITAL,MARIN,District,Prison/Jail,156
2013,211006,MARIN GENERAL HOSPITAL,MARIN,District,Against Medical Advice,87
2013,211006,MARIN GENERAL HOSPITAL,MARIN,District,Died,225
2013,211006,MARIN GENERAL HOSPITAL,MARIN,District,Home Health Service,1348
2013,211006,MARIN GENERAL HOSPITAL,MARIN,District,Other,19
2013,214034,NOVATO COMMUNITY HOSPITAL,MARIN,Non-Profit,Routine (Home),797
2013,214034,NOVATO COMMUNITY HOSPITAL,MARIN,Non-Profit,Acute Care (Another Hospital),59
2013,214034,NOVATO COMMUNITY HOSPITAL,MARIN,Non-Profit,Other Care (Another Hospital),32
2013,214034,NOVATO COMMUNITY HOSPITAL,MARIN,Non-Profit,Skilled Nursing/IC (Elsewhere),352
2013,214034,NOVATO COMMUNITY HOSPITAL,MARIN,Non-Profit,Residential Care Facility,34
2013,214034,NOVATO COMMUNITY HOSPITAL,MARIN,Non-Profit,Prison/Jail,2
2013,214034,NOVATO COMMUNITY HOSPITAL,MARIN,Non-Profit,Against Medical Advice,12
2013,214034,NOVATO COMMUNITY HOSPITAL,MARIN,Non-Profit,Died,34
2013,214034,NOVATO COMMUNITY HOSPITAL,MARIN,Non-Profit,Home Health Service,284
2013,214034,NOVATO COMMUNITY HOSPITAL,MARIN,Non-Profit,Other,7
2013,220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,District,Routine (Home),120
2013,220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,District,Acute Care (This Hospital),5
2013,220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,District,Other Care (This Hospital),1
2013,220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,District,Skilled Nursing/IC (This Hospital),18
2013,220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,District,Acute Care (Another Hospital),10
2013,220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,District,Other Care (Another Hospital),5
2013,220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,District,Skilled Nursing/IC (Elsewhere),6
2013,220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,District,Residential Care Facility,1
2013,220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,District,Died,11
2013,220733,JOHN C FREMONT HEALTHCARE DISTRICT,MARIPOSA,District,Home Health Service,10
2013,230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Non-Profit,Routine (Home),964
2013,230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Non-Profit,Acute Care (This Hospital),7
2013,230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Non-Profit,Skilled Nursing/IC (This Hospital),110
2013,230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Non-Profit,Acute Care (Another Hospital),66
2013,230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Non-Profit,Other Care (Another Hospital),15
2013,230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Non-Profit,Skilled Nursing/IC (Elsewhere),143
2013,230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Non-Profit,Prison/Jail,5
2013,230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Non-Profit,Against Medical Advice,11
2013,230949,FRANK R HOWARD MEMORIAL HOSPITAL,MENDOCINO,Non-Profit,Died,22
