Year,OSHPD Facility Number,Facility Name,County Name,Type Of Control,Type Of Care,Count
2013,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,Non-Profit,Acute,19492
2013,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,SAN DIEGO,Non-Profit,Chemical Dependency,479
2013,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Acute,16195
2013,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Psychiatric,1252
2013,370780,TRI-CITY MEDICAL CENTER,SAN DIEGO,District,Physical Rehabilitation,194
2013,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,Acute,28026
2013,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,SAN DIEGO,UC,Psychiatric,982
2013,370787,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Acute,423
2013,370787,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Psychiatric,194
2013,370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Non-Profit,Acute,16381
2013,370875,SHARP CHULA VISTA MEDICAL CENTER,SAN DIEGO,Non-Profit,Skilled Nursing/Intermediate Care,522
2013,370977,POMERADO HOSPITAL,SAN DIEGO,District,Acute,6894
2013,370977,POMERADO HOSPITAL,SAN DIEGO,District,Skilled Nursing/Intermediate Care,593
2013,370977,POMERADO HOSPITAL,SAN DIEGO,District,Psychiatric,243
2013,371256,SCRIPPS GREEN HOSPITAL,SAN DIEGO,Non-Profit,Acute,10006
2013,371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,Non-Profit,Acute,10512
2013,371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,Non-Profit,Physical Rehabilitation,659
2013,371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,SAN DIEGO,Non-Profit,Unknown,1
2013,374024,AURORA SAN DIEGO,SAN DIEGO,Investor,Psychiatric,2767
2013,374024,AURORA SAN DIEGO,SAN DIEGO,Investor,Chemical Dependency,467
2013,374049,SHARP MCDONALD CENTER,SAN DIEGO,Non-Profit,Chemical Dependency,277
2013,374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,SAN DIEGO,City/County,Skilled Nursing/Intermediate Care,43
2013,374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,SAN DIEGO,City/County,Psychiatric,2728
2013,374094,VIBRA HOSPITAL OF SAN DIEGO,SAN DIEGO,Investor,Acute,1006
2013,380842,JEWISH HOME,SAN FRANCISCO,Non-Profit,Skilled Nursing/Intermediate Care,1018
2013,380842,JEWISH HOME,SAN FRANCISCO,Non-Profit,Psychiatric,169
2013,380857,KAISER FND HOSP - SAN FRANCISCO,SAN FRANCISCO,Non-Profit,Acute,14170
2013,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,SAN FRANCISCO,City/County,Acute,99
2013,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,SAN FRANCISCO,City/County,Skilled Nursing/Intermediate Care,858
2013,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,SAN FRANCISCO,City/County,Physical Rehabilitation,53
2013,380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE,SAN FRANCISCO,UC,Psychiatric,749
2013,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,SAN FRANCISCO,Non-Profit,Acute,25033
2013,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,SAN FRANCISCO,Non-Profit,Skilled Nursing/Intermediate Care,821
2013,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,SAN FRANCISCO,Non-Profit,Psychiatric,691
2013,380933,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,SAN FRANCISCO,Non-Profit,Acute,3127
2013,380933,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,SAN FRANCISCO,Non-Profit,Skilled Nursing/Intermediate Care,431
2013,380933,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,SAN FRANCISCO,Non-Profit,Physical Rehabilitation,521
2013,380939,SAN FRANCISCO GENERAL HOSPITAL,SAN FRANCISCO,City/County,Acute,14417
2013,380939,SAN FRANCISCO GENERAL HOSPITAL,SAN FRANCISCO,City/County,Skilled Nursing/Intermediate Care,497
2013,380939,SAN FRANCISCO GENERAL HOSPITAL,SAN FRANCISCO,City/County,Psychiatric,2251
2013,380960,ST. FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,Non-Profit,Acute,4522
2013,380960,ST. FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,Non-Profit,Psychiatric,1162
2013,380960,ST. FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,Non-Profit,Physical Rehabilitation,447
2013,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,SAN FRANCISCO,Non-Profit,Acute,4408
2013,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,SAN FRANCISCO,Non-Profit,Skilled Nursing/Intermediate Care,343
2013,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Acute,4556
2013,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Skilled Nursing/Intermediate Care,510
2013,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Psychiatric,849
2013,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",SAN FRANCISCO,Non-Profit,Physical Rehabilitation,393
2013,381154,UCSF MEDICAL CENTER,SAN FRANCISCO,UC,Acute,30212
2013,382715,CHINESE HOSPITAL,SAN FRANCISCO,Non-Profit,Acute,1897
2013,390846,DAMERON HOSPITAL,SAN JOAQUIN,Non-Profit,Acute,8789
2013,390923,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Non-Profit,Acute,7487
2013,390923,LODI MEMORIAL HOSPITAL,SAN JOAQUIN,Non-Profit,Physical Rehabilitation,130
2013,391010,SAN JOAQUIN GENERAL HOSPITAL,SAN JOAQUIN,City/County,Acute,10120
2013,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,SAN JOAQUIN,Non-Profit,Acute,17151
2013,391056,SUTTER TRACY COMMUNITY HOSPITAL,SAN JOAQUIN,Non-Profit,Acute,4231
2013,392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,SAN JOAQUIN,Non-Profit,Psychiatric,1803
2013,392287,DOCTORS HOSPITAL OF MANTECA,SAN JOAQUIN,Investor,Acute,4243
2013,394003,SAN JOAQUIN COUNTY P.H.F.,SAN JOAQUIN,City/County,Psychiatric,569
2013,394009,KAISER FND HOSP-MANTECA,SAN JOAQUIN,Non-Profit,Acute,11644
2013,394009,KAISER FND HOSP-MANTECA,SAN JOAQUIN,Non-Profit,Skilled Nursing/Intermediate Care,29
2013,400466,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",SAN LUIS OBISPO,Non-Profit,Acute,2325
2013,400466,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",SAN LUIS OBISPO,Non-Profit,Physical Rehabilitation,444
2013,400480,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,Non-Profit,Acute,4755
2013,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,SAN LUIS OBISPO,Investor,Acute,6454
2013,400548,TWIN CITIES COMMUNITY HOSPITAL,SAN LUIS OBISPO,Investor,Acute,5542
2013,404046,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,SAN LUIS OBISPO,City/County,Psychiatric,1291
2013,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,City/County,Acute,2756
2013,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,City/County,Skilled Nursing/Intermediate Care,403
2013,410782,SAN MATEO MEDICAL CENTER,SAN MATEO,City/County,Psychiatric,628
2013,410804,KAISER FND HOSP - REDWOOD CITY,SAN MATEO,Non-Profit,Acute,9039
2013,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,SAN MATEO,Non-Profit,Acute,5223
2013,410817,SETON MEDICAL CENTER,SAN MATEO,Non-Profit,Acute,7440
2013,410817,SETON MEDICAL CENTER,SAN MATEO,Non-Profit,Skilled Nursing/Intermediate Care,40
2013,410828,SETON COASTSIDE,SAN MATEO,Non-Profit,Skilled Nursing/Intermediate Care,99
2013,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Acute,14402
2013,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Skilled Nursing/Intermediate Care,59
2013,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Psychiatric,1083
2013,410852,MILLS-PENINSULA MEDICAL CENTER,SAN MATEO,Non-Profit,Chemical Dependency,489
2013,410891,SEQUOIA HOSPITAL,SAN MATEO,Non-Profit,Acute,7139
2013,414018,MENLO PARK SURGICAL HOSPITAL,SAN MATEO,Non-Profit,Acute,237
2013,420483,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,Non-Profit,Acute,1506
2013,420483,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,Non-Profit,Skilled Nursing/Intermediate Care,7
2013,420491,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,District,Acute,2717
2013,420491,LOMPOC VALLEY MEDICAL CENTER,SANTA BARBARA,District,Skilled Nursing/Intermediate Care,189
2013,420493,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,Non-Profit,Acute,13472
2013,420493,MARIAN REGIONAL MEDICAL CENTER,SANTA BARBARA,Non-Profit,Skilled Nursing/Intermediate Care,544
2013,420514,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,Non-Profit,Acute,18486
2013,420514,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,Non-Profit,Psychiatric,1242
2013,420514,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,Non-Profit,Physical Rehabilitation,633
2013,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,SANTA BARBARA,Non-Profit,Acute,179
2013,424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,SANTA BARBARA,City/County,Psychiatric,505
2013,430705,REGIONAL MEDICAL OF SAN JOSE,SANTA CLARA,Investor,Acute,12125
2013,430763,EL CAMINO HOSPITAL,SANTA CLARA,Non-Profit,Acute,21968
2013,430763,EL CAMINO HOSPITAL,SANTA CLARA,Non-Profit,Psychiatric,826
2013,430763,EL CAMINO HOSPITAL,SANTA CLARA,Non-Profit,Physical Rehabilitation,502
2013,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,Investor,Acute,18509
2013,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,Investor,Psychiatric,598
2013,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,SANTA CLARA,Investor,Physical Rehabilitation,286
2013,430837,O'CONNOR HOSPITAL - SAN JOSE,SANTA CLARA,Non-Profit,Acute,14521
2013,430837,O'CONNOR HOSPITAL - SAN JOSE,SANTA CLARA,Non-Profit,Skilled Nursing/Intermediate Care,24
2013,430883,SANTA CLARA VALLEY MEDICAL CENTER,SANTA CLARA,City/County,Acute,23900
2013,430883,SANTA CLARA VALLEY MEDICAL CENTER,SANTA CLARA,City/County,Psychiatric,1126
2013,430883,SANTA CLARA VALLEY MEDICAL CENTER,SANTA CLARA,City/County,Physical Rehabilitation,595
2013,430905,STANFORD HOSPITAL,SANTA CLARA,Non-Profit,Acute,24644
2013,430905,STANFORD HOSPITAL,SANTA CLARA,Non-Profit,Psychiatric,654
2013,430905,STANFORD HOSPITAL,SANTA CLARA,Non-Profit,Chemical Dependency,2
2013,430905,STANFORD HOSPITAL,SANTA CLARA,Non-Profit,Physical Rehabilitation,1
2013,430905,STANFORD HOSPITAL,SANTA CLARA,Non-Profit,Unknown,2
2013,431506,KAISER FND HOSP - SAN JOSE,SANTA CLARA,Non-Profit,Acute,13217
2013,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,SANTA CLARA,Non-Profit,Acute,16153
2013,434051,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,SANTA CLARA,Investor,Skilled Nursing/Intermediate Care,22
2013,434138,ST. LOUISE REGIONAL HOSPITAL,SANTA CLARA,Non-Profit,Acute,3523
2013,434153,KAISER FND HOSP - SANTA CLARA,SANTA CLARA,Non-Profit,Acute,25277
2013,434218,KAISER PERMANENTE P.H.F - SANTA CLARA,SANTA CLARA,Non-Profit,Psychiatric,1194
2013,434220,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SAN JOSE,SANTA CLARA,Investor,Psychiatric,497
2013,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,SANTA CRUZ,Non-Profit,Acute,10430
2013,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,SANTA CRUZ,Non-Profit,Skilled Nursing/Intermediate Care,184
2013,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,SANTA CRUZ,Non-Profit,Psychiatric,804
2013,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,SANTA CRUZ,Non-Profit,Physical Rehabilitation,469
2013,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,SANTA CRUZ,Non-Profit,Unknown,1
2013,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,SANTA CRUZ,Non-Profit,Acute,2278
2013,444013,WATSONVILLE COMMUNITY HOSPITAL,SANTA CRUZ,Investor,Acute,5570
2013,444029,TELECARE SANTA CRUZ PHF,SANTA CRUZ,Investor,Psychiatric,16
2013,450936,MAYERS MEMORIAL HOSPITAL,SHASTA,District,Acute,393
2013,450936,MAYERS MEMORIAL HOSPITAL,SHASTA,District,Skilled Nursing/Intermediate Care,119
2013,450940,SHASTA REGIONAL MEDICAL CENTER,SHASTA,Investor,Acute,7078
2013,450949,MERCY MEDICAL CENTER - REDDING,SHASTA,Non-Profit,Acute,14720
2013,454012,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,SHASTA,Investor,Acute,656
2013,454012,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,SHASTA,Investor,Skilled Nursing/Intermediate Care,561
2013,454013,PATIENTS' HOSPITAL OF REDDING,SHASTA,Investor,Acute,229
2013,470871,MERCY MEDICAL CENTER MT. SHASTA,SISKIYOU,Non-Profit,Acute,1217
2013,470871,MERCY MEDICAL CENTER MT. SHASTA,SISKIYOU,Non-Profit,Skilled Nursing/Intermediate Care,14
2013,474007,FAIRCHILD MEDICAL CENTER,SISKIYOU,Non-Profit,Acute,1873
2013,480989,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,SOLANO,Non-Profit,Acute,11342
2013,480989,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,SOLANO,Non-Profit,Physical Rehabilitation,1050
2014,211006,MARIN GENERAL HOSPITAL,MARIN,District,Psychiatric,695
2013,481015,ST. HELENA HOSPITAL CENTER FOR BEHAVIORAL HEALTH,SOLANO,Non-Profit,Psychiatric,2357
2013,481094,SUTTER SOLANO MEDICAL CENTER,SOLANO,Non-Profit,Acute,5165
2013,481357,NORTH BAY MEDICAL CENTER,SOLANO,Non-Profit,Acute,9999
2013,484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,SOLANO,Non-Profit,Acute,4529
2013,490919,SUTTER MEDICAL CENTER OF SANTA ROSA,SONOMA,Non-Profit,Acute,7647
2013,490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,District,Acute,751
2013,490964,HEALDSBURG DISTRICT HOSPITAL,SONOMA,District,Skilled Nursing/Intermediate Care,152
2013,491001,PETALUMA VALLEY HOSPITAL,SONOMA,Non-Profit,Acute,2923
2013,491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Non-Profit,Acute,11968
2013,491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,SONOMA,Non-Profit,Physical Rehabilitation,258
2013,491076,SONOMA VALLEY HOSPITAL,SONOMA,District,Acute,1414
2013,491076,SONOMA VALLEY HOSPITAL,SONOMA,District,Skilled Nursing/Intermediate Care,357
2013,491076,SONOMA VALLEY HOSPITAL,SONOMA,District,Unknown,2
2013,491338,PALM DRIVE HOSPITAL,SONOMA,District,Acute,933
2013,494019,KAISER FND HOSP - SANTA ROSA,SONOMA,Non-Profit,Acute,9850
2013,494048,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",SONOMA,Investor,Psychiatric,118
2013,500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor,Acute,22855
2013,500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor,Psychiatric,4177
2013,500852,DOCTORS MEDICAL CENTER,STANISLAUS,Investor,Chemical Dependency,12
2013,500867,"EMANUEL MEDICAL CENTER, INC",STANISLAUS,Non-Profit,Acute,10214
2013,500867,"EMANUEL MEDICAL CENTER, INC",STANISLAUS,Non-Profit,Skilled Nursing/Intermediate Care,550
2013,500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,STANISLAUS,Non-Profit,Acute,18978
2013,500954,CENTRAL VALLEY SPECIALTY HOSPITAL,STANISLAUS,Investor,Acute,140
2013,500954,CENTRAL VALLEY SPECIALTY HOSPITAL,STANISLAUS,Investor,Skilled Nursing/Intermediate Care,73
2013,500967,OAK VALLEY DISTRICT HOSPITAL (2-RH),STANISLAUS,District,Acute,1163
2013,500967,OAK VALLEY DISTRICT HOSPITAL (2-RH),STANISLAUS,District,Skilled Nursing/Intermediate Care,284
2013,504038,STANISLAUS SURGICAL HOSPITAL,STANISLAUS,Investor,Acute,697
2013,514001,SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY,SUTTER,City/County,Psychiatric,267
2013,514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,SUTTER,Investor,Acute,572
2013,514033,NORTH VALLEY BEHAVIORAL HEALTH,SUTTER,Investor,Psychiatric,408
2013,521041,ST. ELIZABETH COMMUNITY HOSPITAL,TEHAMA,Non-Profit,Acute,3571
2013,531059,TRINITY HOSPITAL,TRINITY,District,Acute,367
2013,531059,TRINITY HOSPITAL,TRINITY,District,Skilled Nursing/Intermediate Care,53
2013,540734,KAWEAH DELTA MEDICAL CENTER,TULARE,District,Acute,22715
2013,540734,KAWEAH DELTA MEDICAL CENTER,TULARE,District,Skilled Nursing/Intermediate Care,453
2013,540734,KAWEAH DELTA MEDICAL CENTER,TULARE,District,Psychiatric,1893
2013,540734,KAWEAH DELTA MEDICAL CENTER,TULARE,District,Physical Rehabilitation,479
2013,540798,SIERRA VIEW DISTRICT HOSPITAL,TULARE,District,Acute,7885
2013,540798,SIERRA VIEW DISTRICT HOSPITAL,TULARE,District,Skilled Nursing/Intermediate Care,11
2013,540816,TULARE REGIONAL MEDICAL CENTER,TULARE,District,Acute,5414
2013,554011,SONORA REGIONAL MEDICAL CENTER - GREENLEY,TUOLUMNE,Non-Profit,Acute,5183
2013,554011,SONORA REGIONAL MEDICAL CENTER - GREENLEY,TUOLUMNE,Non-Profit,Skilled Nursing/Intermediate Care,279
2013,560203,AURORA VISTA DEL MAR HOSPITAL,VENTURA,Investor,Psychiatric,3860
2013,560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,VENTURA,Non-Profit,Acute,14278
2013,560481,VENTURA COUNTY MEDICAL CENTER,VENTURA,City/County,Acute,11203
2013,560481,VENTURA COUNTY MEDICAL CENTER,VENTURA,City/County,Psychiatric,1819
2013,560481,VENTURA COUNTY MEDICAL CENTER,VENTURA,City/County,Unknown,1
2013,560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,VENTURA,Investor,Acute,16150
2013,560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,VENTURA,Investor,Skilled Nursing/Intermediate Care,737
2013,560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,VENTURA,Investor,Physical Rehabilitation,241
2013,560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,VENTURA,Investor,Unknown,95
2013,560501,OJAI VALLEY COMMUNITY HOSPITAL,VENTURA,Non-Profit,Acute,751
2013,560501,OJAI VALLEY COMMUNITY HOSPITAL,VENTURA,Non-Profit,Skilled Nursing/Intermediate Care,278
2013,560508,ST. JOHN'S PLEASANT VALLEY HOSPITAL,VENTURA,Non-Profit,Acute,2854
2013,560508,ST. JOHN'S PLEASANT VALLEY HOSPITAL,VENTURA,Non-Profit,Skilled Nursing/Intermediate Care,71
2013,560525,SIMI VALLEY HOSPITAL AND HEALTH CARE SVCS-SYCAMORE,VENTURA,Non-Profit,Acute,5740
2013,560529,ST. JOHN'S REGIONAL MEDICAL CENTER,VENTURA,Non-Profit,Acute,12196
2013,560529,ST. JOHN'S REGIONAL MEDICAL CENTER,VENTURA,Non-Profit,Physical Rehabilitation,379
2013,560838,PACIFIC SHORES HOSPITAL,VENTURA,Investor,Psychiatric,169
2013,571086,WOODLAND MEMORIAL HOSPITAL,YOLO,Non-Profit,Acute,3660
2013,571086,WOODLAND MEMORIAL HOSPITAL,YOLO,Non-Profit,Psychiatric,797
2013,574010,SUTTER DAVIS HOSPITAL,YOLO,Non-Profit,Acute,4840
2013,580996,RIDEOUT MEMORIAL HOSPITAL,YUBA,Non-Profit,Acute,14244
2014,100005,CLOVIS COMMUNITY MEDICAL CENTER,FRESNO,Non-Profit,Acute,18183
2014,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Acute,192
2014,100697,COALINGA REGIONAL MEDICAL CENTER,FRESNO,District,Skilled Nursing/Intermediate Care,52
2014,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Acute,39097
2014,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Skilled Nursing/Intermediate Care,383
2014,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Psychiatric,3919
2014,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,FRESNO,Non-Profit,Physical Rehabilitation,638
2014,100797,ADVENTIST MEDICAL CENTER - REEDLEY,FRESNO,Non-Profit,Acute,3483
2014,100899,ST. AGNES MEDICAL CENTER,FRESNO,Non-Profit,Acute,22972
2014,104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,FRESNO,Investor,Acute,1698
2014,104047,FRESNO SURGICAL HOSPITAL,FRESNO,Investor,Acute,2194
2014,104062,KAISER FOUNDATION HOSPITAL - FRESNO,FRESNO,Non-Profit,Acute,7891
2014,104089,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-FRESNO,FRESNO,Investor,Psychiatric,177
2014,105029,FRESNO HEART AND SURGICAL HOSPITAL,FRESNO,Non-Profit,Acute,3361
2014,10735,ALAMEDA HOSPITAL,ALAMEDA,City/County,Acute,2411
2014,10735,ALAMEDA HOSPITAL,ALAMEDA,City/County,Skilled Nursing/Intermediate Care,281
2014,10739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,ALAMEDA,Non-Profit,Acute,20762
2014,10776,CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND,ALAMEDA,Non-Profit,Acute,10201
2014,10776,CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND,ALAMEDA,Non-Profit,Physical Rehabilitation,82
2014,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,ALAMEDA,Non-Profit,Chemical Dependency,114
2014,10844,ALTA BATES SUMMIT MED CTR-HERRICK CAMPUS,ALAMEDA,Non-Profit,Psychiatric,1725
2014,10844,ALTA BATES SUMMIT MED CTR-HERRICK CAMPUS,ALAMEDA,Non-Profit,Physical Rehabilitation,813
2014,10846,HIGHLAND HOSPITAL,ALAMEDA,City/County,Acute,12013
2014,10846,HIGHLAND HOSPITAL,ALAMEDA,City/County,Skilled Nursing/Intermediate Care,125
2014,10846,HIGHLAND HOSPITAL,ALAMEDA,City/County,Psychiatric,3005
2014,10846,HIGHLAND HOSPITAL,ALAMEDA,City/County,Physical Rehabilitation,389
2014,10856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,ALAMEDA,Non-Profit,Acute,9948
2014,10858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,ALAMEDA,Non-Profit,Acute,6469
2014,10887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,ALAMEDA,Investor,Acute,478
2014,10937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,ALAMEDA,Non-Profit,Acute,10470
2014,10937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,ALAMEDA,Non-Profit,Physical Rehabilitation,40
2014,10967,ST. ROSE HOSPITAL,ALAMEDA,Non-Profit,Acute,6519
2014,10987,WASHINGTON HOSPITAL - FREMONT,ALAMEDA,District,Acute,13353
2014,110889,GLENN MEDICAL CENTER,GLENN,Non-Profit,Acute,229
2014,110889,GLENN MEDICAL CENTER,GLENN,Non-Profit,Skilled Nursing/Intermediate Care,23
2014,121002,MAD RIVER COMMUNITY HOSPITAL,HUMBOLDT,Investor,Acute,2743
2014,121031,JEROLD PHELPS COMMUNITY HOSPITAL,HUMBOLDT,District,Acute,22
2014,121031,JEROLD PHELPS COMMUNITY HOSPITAL,HUMBOLDT,District,Skilled Nursing/Intermediate Care,14
2014,121051,REDWOOD MEMORIAL HOSPITAL,HUMBOLDT,Non-Profit,Acute,1809
2014,121051,REDWOOD MEMORIAL HOSPITAL,HUMBOLDT,Non-Profit,Skilled Nursing/Intermediate Care,15
2014,121080,ST. JOSEPH HOSPITAL - EUREKA,HUMBOLDT,Non-Profit,Acute,6565
2014,121080,ST. JOSEPH HOSPITAL - EUREKA,HUMBOLDT,Non-Profit,Physical Rehabilitation,186
2014,124004,SEMPERVIRENS P.H.F.,HUMBOLDT,City/County,Psychiatric,561
2014,130699,EL CENTRO REGIONAL MEDICAL CENTER,IMPERIAL,City/County,Acute,6047
2014,130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,IMPERIAL,District,Acute,7118
2014,13619,SAN LEANDRO HOSPITAL,ALAMEDA,City/County,Acute,2676
2014,13687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,ALAMEDA,Non-Profit,Chemical Dependency,534
2014,14034,FREMONT HOSPITAL,ALAMEDA,Investor,Psychiatric,4339
2014,14050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Non-Profit,Acute,8644
2014,14050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Non-Profit,Skilled Nursing/Intermediate Care,506
2014,14050,VALLEYCARE MEDICAL CENTER,ALAMEDA,Non-Profit,Psychiatric,192
2014,141273,NORTHERN INYO HOSPITAL,INYO,District,Acute,1089
2014,141273,NORTHERN INYO HOSPITAL,INYO,District,Skilled Nursing/Intermediate Care,71
2014,14132,KAISER FOUNDATION HOSPITAL - FREMONT,ALAMEDA,Non-Profit,Acute,1713
2014,141338,SOUTHERN INYO HOSPITAL,INYO,District,Acute,27
2014,141338,SOUTHERN INYO HOSPITAL,INYO,District,Skilled Nursing/Intermediate Care,22
2014,14207,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,ALAMEDA,Investor,Psychiatric,1238
2014,14226,TELECARE WILLOW ROCK CENTER,ALAMEDA,Investor,Psychiatric,620
2014,14233,EDEN MEDICAL CENTER,ALAMEDA,Non-Profit,Acute,10133
