Year,OSHPD Facility Number,Facility Name,Type Of Control,County Name,Discharge Days,Count
2013,301248,LOS ALAMITOS MEDICAL CENTER,Investor,ORANGE,Discharge Days,44901
2013,301258,COASTAL COMMUNITIES HOSPITAL,Investor,ORANGE,Discharge Days,36478
2013,301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,Non-Profit,ORANGE,Discharge Days,71336
2013,301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,UC,ORANGE,Discharge Days,112368
2013,301283,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,Investor,ORANGE,Discharge Days,24079
2013,301297,PLACENTIA LINDA HOSPITAL,Investor,ORANGE,Discharge Days,11577
2013,301304,NEWPORT BAY HOSPITAL,Investor,ORANGE,Discharge Days,11217
2013,301317,SADDLEBACK MEMORIAL MEDICAL CENTER,Non-Profit,ORANGE,Discharge Days,65629
2013,301337,MISSION HOSPITAL LAGUNA BEACH,Non-Profit,ORANGE,Discharge Days,18248
2013,301340,ST. JOSEPH HOSPITAL - ORANGE,Non-Profit,ORANGE,Discharge Days,87725
2013,301342,ST. JUDE MEDICAL CENTER,Non-Profit,ORANGE,Discharge Days,68014
2013,301357,NEWPORT SPECIALTY HOSPITAL,Investor,ORANGE,Discharge Days,14053
2013,301379,WEST ANAHEIM MEDICAL CENTER,Investor,ORANGE,Discharge Days,29216
2013,301380,KINDRED HOSPITAL WESTMINSTER,Investor,ORANGE,Discharge Days,34783
2013,301566,WESTERN MEDICAL CENTER - SANTA ANA,Investor,ORANGE,Discharge Days,38370
2013,304079,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,Investor,ORANGE,Discharge Days,14548
2013,304113,CHILDREN'S HOSPITAL AT MISSION,Non-Profit,ORANGE,Discharge Days,8242
2013,304159,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,Investor,ORANGE,Discharge Days,11788
2013,304409,KAISER FND HOSP - ORANGE COUNTY - ANAHEIM,Non-Profit,ORANGE,Discharge Days,101723
2013,304460,HOAG ORTHOPEDIC INSTITUTE,Investor,ORANGE,Discharge Days,9670
2013,310791,SUTTER AUBURN FAITH HOSPITAL,Non-Profit,PLACER,Discharge Days,12244
2013,311000,SUTTER ROSEVILLE MEDICAL CENTER,Non-Profit,PLACER,Discharge Days,101386
2013,314024,KAISER FND HOSP - ROSEVILLE,Non-Profit,PLACER,Discharge Days,76772
2013,314029,TELECARE PLACER COUNTY PSYCHIATRIC HEALTH FACILITY,Investor,PLACER,Discharge Days,5196
2013,320859,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,District,PLUMAS,Discharge Days,11633
2013,320986,PLUMAS DISTRICT HOSPITAL,District,PLUMAS,Discharge Days,1121
2013,321016,SENECA HEALTHCARE DISTRICT,District,PLUMAS,Discharge Days,3547
2013,330120,"BETTY FORD CENTER AT EISENHOWER, THE",Non-Profit,RIVERSIDE,Discharge Days,26100
2013,331152,CORONA REGIONAL MEDICAL CENTER-MAIN,Non-Profit,RIVERSIDE,Discharge Days,43305
2013,331164,DESERT REGIONAL MEDICAL CENTER,Investor,RIVERSIDE,Discharge Days,84237
2013,331168,EISENHOWER MEDICAL CENTER,Non-Profit,RIVERSIDE,Discharge Days,77411
2013,331194,HEMET VALLEY MEDICAL CENTER,Investor,RIVERSIDE,Discharge Days,56879
2013,331216,JOHN F KENNEDY MEMORIAL HOSPITAL,Investor,RIVERSIDE,Discharge Days,28260
2013,331226,VISTA BEHAVIORAL HOSPITAL,Investor,RIVERSIDE,Discharge Days,5152
2013,331288,PALO VERDE HOSPITAL,District,RIVERSIDE,Discharge Days,4022
2013,331293,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,Non-Profit,RIVERSIDE,Discharge Days,41550
2013,331312,RIVERSIDE COMMUNITY HOSPITAL,Investor,RIVERSIDE,Discharge Days,111755
2013,331326,SAN GORGONIO MEMORIAL HOSPITAL,District,RIVERSIDE,Discharge Days,15184
2013,332172,KINDRED HOSPITAL RIVERSIDE,Investor,RIVERSIDE,Discharge Days,11835
2013,334018,MENIFEE VALLEY MEDICAL CENTER,Investor,RIVERSIDE,Discharge Days,12368
2013,334025,KAISER FND HOSP - RIVERSIDE,Non-Profit,RIVERSIDE,Discharge Days,52702
2013,334048,KAISER FND HOSPITAL - MORENO VALLEY,Non-Profit,RIVERSIDE,Discharge Days,14941
2013,334068,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,Investor,RIVERSIDE,Discharge Days,59586
2013,334457,OASIS PSYCHIATRIC HEALTH FACILITY,Investor,RIVERSIDE,Discharge Days,4960
2013,334487,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,City/County,RIVERSIDE,Discharge Days,120346
2013,334564,TEMECULA VALLEY HOSPITAL,Investor,RIVERSIDE,Discharge Days,1282
2013,334589,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,Investor,RIVERSIDE,Discharge Days,34942
2013,340913,KAISER FND HOSP - SACRAMENTO,Non-Profit,SACRAMENTO,Discharge Days,43519
2013,340947,MERCY GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Discharge Days,75157
2013,340950,MERCY SAN JUAN HOSPITAL,Non-Profit,SACRAMENTO,Discharge Days,101800
2013,340951,METHODIST HOSPITAL OF SACRAMENTO,Non-Profit,SACRAMENTO,Discharge Days,88176
2013,341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,UC,SACRAMENTO,Discharge Days,174824
2013,341051,SUTTER GENERAL HOSPITAL,Non-Profit,SACRAMENTO,Discharge Days,80736
2013,341052,SUTTER MEMORIAL HOSPITAL,Non-Profit,SACRAMENTO,Discharge Days,89590
2013,342344,KAISER FND HOSP - SOUTH SACRAMENTO,Non-Profit,SACRAMENTO,Discharge Days,47581
2013,342392,SIERRA VISTA HOSPITAL,Investor,SACRAMENTO,Discharge Days,37646
2013,344011,SACRAMENTO MENTAL HEALTH TREATMENT CENTER,City/County,SACRAMENTO,Discharge Days,14969
2013,344017,SUTTER CENTER FOR PSYCHIATRY,Non-Profit,SACRAMENTO,Discharge Days,18919
2013,344021,HERITAGE OAKS HOSPITAL,Investor,SACRAMENTO,Discharge Days,37336
2013,344029,MERCY HOSPITAL - FOLSOM,Non-Profit,SACRAMENTO,Discharge Days,20848
2013,344035,VIBRA HOSPITAL OF SACRAMENTO,Investor,SACRAMENTO,Discharge Days,11855
2013,344114,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,Non-Profit,SACRAMENTO,Discharge Days,6224
2013,344170,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL,Investor,SACRAMENTO,Discharge Days,5434
2013,344188,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SACRAMENTO,Investor,SACRAMENTO,Discharge Days,5678
2013,350784,HAZEL HAWKINS MEMORIAL HOSPITAL,District,SAN BENITO,Discharge Days,12602
2013,361110,BEAR VALLEY COMMUNITY HOSPITAL,District,SAN BERNARDINO,Discharge Days,1354
2013,361144,CHINO VALLEY MEDICAL CENTER,Investor,SAN BERNARDINO,Discharge Days,14345
2013,361166,MONTCLAIR HOSPITAL MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,13609
2013,361223,KAISER FND HOSP - FONTANA,Non-Profit,SAN BERNARDINO,Discharge Days,122036
2013,361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,206411
2013,361266,MOUNTAINS COMMUNITY HOSPITAL,District,SAN BERNARDINO,Discharge Days,1268
2013,361274,KINDRED HOSPITAL ONTARIO,Investor,SAN BERNARDINO,Discharge Days,24724
2013,361308,REDLANDS COMMUNITY HOSPITAL,Non-Profit,SAN BERNARDINO,Discharge Days,52029
2013,361318,SAN ANTONIO COMMUNITY HOSPITAL,Non-Profit,SAN BERNARDINO,Discharge Days,63059
2013,361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,Non-Profit,SAN BERNARDINO,Discharge Days,58673
2013,361339,ST. BERNARDINE MEDICAL CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,72551
2013,361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,Non-Profit,SAN BERNARDINO,Discharge Days,66499
2013,361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,Investor,SAN BERNARDINO,Discharge Days,24551
2013,361458,COLORADO RIVER MEDICAL CENTER,Investor,SAN BERNARDINO,Discharge Days,1506
2013,362041,HI-DESERT MEDICAL CENTER,District,SAN BERNARDINO,Discharge Days,39879
2013,364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,Non-Profit,SAN BERNARDINO,Discharge Days,24917
2013,364050,CANYON RIDGE HOSPITAL,Investor,SAN BERNARDINO,Discharge Days,30645
2013,364121,BALLARD REHABILITATION HOSP,Investor,SAN BERNARDINO,Discharge Days,14953
2013,364144,DESERT VALLEY HOSPITAL,Investor,SAN BERNARDINO,Discharge Days,33443
2013,364188,KINDRED HOSPITAL RANCHO,Investor,SAN BERNARDINO,Discharge Days,18502
2013,364231,ARROWHEAD REGIONAL MEDICAL CENTER,City/County,SAN BERNARDINO,Discharge Days,127180
2013,364430,BARSTOW COMMUNITY HOSPITAL,Investor,SAN BERNARDINO,Discharge Days,7236
2013,370652,ALVARADO HOSPITAL MEDICAL CENTER,Investor,SAN DIEGO,Discharge Days,30091
2013,370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,Non-Profit,SAN DIEGO,Discharge Days,104920
2013,370689,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,Non-Profit,SAN DIEGO,Discharge Days,46362
2013,370694,SHARP MEMORIAL HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,94346
2013,370695,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,Non-Profit,SAN DIEGO,Discharge Days,73857
2013,370705,FALLBROOK HOSPITAL DISTRICT,District,SAN DIEGO,Discharge Days,22414
2013,370714,GROSSMONT HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,131176
2013,370721,KINDRED HOSPITAL - SAN DIEGO,Investor,SAN DIEGO,Discharge Days,17415
2013,370730,KAISER FND HOSP - SAN DIEGO,Non-Profit,SAN DIEGO,Discharge Days,99183
2013,370744,SCRIPPS MERCY HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,155293
2013,370745,SHARP MESA VISTA HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,40429
2013,370749,ALVARADO PARKWAY INSTITUTE B.H.S.,Investor,SAN DIEGO,Discharge Days,22301
2013,370755,PALOMAR HEALTH DOWNTOWN CAMPUS,District,SAN DIEGO,Discharge Days,166090
2013,370759,PARADISE VALLEY HOSPITAL,Investor,SAN DIEGO,Discharge Days,48092
2013,370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,Non-Profit,SAN DIEGO,Discharge Days,75177
2013,370780,TRI-CITY MEDICAL CENTER,District,SAN DIEGO,Discharge Days,74158
2013,370782,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,UC,SAN DIEGO,Discharge Days,162836
2013,370787,PROMISE HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Discharge Days,15562
2013,370875,SHARP CHULA VISTA MEDICAL CENTER,Non-Profit,SAN DIEGO,Discharge Days,91254
2013,370977,POMERADO HOSPITAL,District,SAN DIEGO,Discharge Days,69400
2013,371256,SCRIPPS GREEN HOSPITAL,Non-Profit,SAN DIEGO,Discharge Days,38578
2013,371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,Non-Profit,SAN DIEGO,Discharge Days,42965
2013,374024,AURORA SAN DIEGO,Investor,SAN DIEGO,Discharge Days,24685
2013,374049,SHARP MCDONALD CENTER,Non-Profit,SAN DIEGO,Discharge Days,3447
2013,374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,City/County,SAN DIEGO,Discharge Days,48719
2013,374094,VIBRA HOSPITAL OF SAN DIEGO,Investor,SAN DIEGO,Discharge Days,27898
2013,380842,JEWISH HOME,Non-Profit,SAN FRANCISCO,Discharge Days,146920
2013,380857,KAISER FND HOSP - SAN FRANCISCO,Non-Profit,SAN FRANCISCO,Discharge Days,56631
2013,380865,LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,City/County,SAN FRANCISCO,Discharge Days,276546
2013,380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE,UC,SAN FRANCISCO,Discharge Days,5743
2013,380929,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,Non-Profit,SAN FRANCISCO,Discharge Days,122329
2013,380933,CALIFORNIA PACIFIC MED CTR-DAVIES CAMPUS,Non-Profit,SAN FRANCISCO,Discharge Days,33988
2013,380939,SAN FRANCISCO GENERAL HOSPITAL,City/County,SAN FRANCISCO,Discharge Days,134128
2013,380960,ST. FRANCIS MEMORIAL HOSPITAL,Non-Profit,SAN FRANCISCO,Discharge Days,35782
2013,380964,CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS,Non-Profit,SAN FRANCISCO,Discharge Days,30984
2013,380965,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",Non-Profit,SAN FRANCISCO,Discharge Days,34298
2013,381154,UCSF MEDICAL CENTER,UC,SAN FRANCISCO,Discharge Days,187660
2013,382715,CHINESE HOSPITAL,Non-Profit,SAN FRANCISCO,Discharge Days,11298
2013,390846,DAMERON HOSPITAL,Non-Profit,SAN JOAQUIN,Discharge Days,32919
2013,390923,LODI MEMORIAL HOSPITAL,Non-Profit,SAN JOAQUIN,Discharge Days,33763
2013,391010,SAN JOAQUIN GENERAL HOSPITAL,City/County,SAN JOAQUIN,Discharge Days,40922
2013,391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,Non-Profit,SAN JOAQUIN,Discharge Days,73987
2013,391056,SUTTER TRACY COMMUNITY HOSPITAL,Non-Profit,SAN JOAQUIN,Discharge Days,13076
2013,392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,Non-Profit,SAN JOAQUIN,Discharge Days,11556
2013,392287,DOCTORS HOSPITAL OF MANTECA,Investor,SAN JOAQUIN,Discharge Days,15379
2013,394003,SAN JOAQUIN COUNTY P.H.F.,City/County,SAN JOAQUIN,Discharge Days,5138
2013,394009,KAISER FND HOSP-MANTECA,Non-Profit,SAN JOAQUIN,Discharge Days,45679
2013,400466,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",Non-Profit,SAN LUIS OBISPO,Discharge Days,12947
2013,400480,FRENCH HOSPITAL MEDICAL CENTER,Non-Profit,SAN LUIS OBISPO,Discharge Days,15120
2013,400524,SIERRA VISTA REGIONAL MEDICAL CENTER,Investor,SAN LUIS OBISPO,Discharge Days,25167
2013,400548,TWIN CITIES COMMUNITY HOSPITAL,Investor,SAN LUIS OBISPO,Discharge Days,19888
2013,404046,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,City/County,SAN LUIS OBISPO,Discharge Days,4134
2013,410782,SAN MATEO MEDICAL CENTER,City/County,SAN MATEO,Discharge Days,59678
2013,410804,KAISER FND HOSP - REDWOOD CITY,Non-Profit,SAN MATEO,Discharge Days,32836
2013,410806,KAISER FND HOSP - SOUTH SAN FRANCISCO,Non-Profit,SAN MATEO,Discharge Days,19458
2013,410817,SETON MEDICAL CENTER,Non-Profit,SAN MATEO,Discharge Days,47665
2013,410828,SETON COASTSIDE,Non-Profit,SAN MATEO,Discharge Days,37070
2013,410852,MILLS-PENINSULA MEDICAL CENTER,Non-Profit,SAN MATEO,Discharge Days,99636
2013,410891,SEQUOIA HOSPITAL,Non-Profit,SAN MATEO,Discharge Days,25635
2013,414018,MENLO PARK SURGICAL HOSPITAL,Non-Profit,SAN MATEO,Discharge Days,299
2013,420483,GOLETA VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Discharge Days,4615
2013,420491,LOMPOC VALLEY MEDICAL CENTER,District,SANTA BARBARA,Discharge Days,14073
2013,420493,MARIAN REGIONAL MEDICAL CENTER,Non-Profit,SANTA BARBARA,Discharge Days,63910
2013,420514,SANTA BARBARA COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Discharge Days,88009
2013,420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,Non-Profit,SANTA BARBARA,Discharge Days,604
2013,424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,City/County,SANTA BARBARA,Discharge Days,5360
2013,430705,REGIONAL MEDICAL OF SAN JOSE,Investor,SANTA CLARA,Discharge Days,64358
2013,430763,EL CAMINO HOSPITAL,Non-Profit,SANTA CLARA,Discharge Days,98497
2013,430779,GOOD SAMARITAN HOSPITAL-SAN JOSE,Investor,SANTA CLARA,Discharge Days,86275
2013,430837,O'CONNOR HOSPITAL - SAN JOSE,Non-Profit,SANTA CLARA,Discharge Days,55767
2013,430883,SANTA CLARA VALLEY MEDICAL CENTER,City/County,SANTA CLARA,Discharge Days,128023
2013,430905,STANFORD HOSPITAL,Non-Profit,SANTA CLARA,Discharge Days,144774
2013,431506,KAISER FND HOSP - SAN JOSE,Non-Profit,SANTA CLARA,Discharge Days,44563
2013,434040,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,Non-Profit,SANTA CLARA,Discharge Days,93708
2013,434051,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,Investor,SANTA CLARA,Discharge Days,8008
2013,434138,ST. LOUISE REGIONAL HOSPITAL,Non-Profit,SANTA CLARA,Discharge Days,11657
2013,434153,KAISER FND HOSP - SANTA CLARA,Non-Profit,SANTA CLARA,Discharge Days,93958
2013,434218,KAISER PERMANENTE P.H.F - SANTA CLARA,Non-Profit,SANTA CLARA,Discharge Days,7032
2013,434220,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SAN JOSE,Investor,SANTA CLARA,Discharge Days,4086
2013,440755,DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL,Non-Profit,SANTA CRUZ,Discharge Days,55761
2013,444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,Non-Profit,SANTA CRUZ,Discharge Days,6012
2013,444013,WATSONVILLE COMMUNITY HOSPITAL,Investor,SANTA CRUZ,Discharge Days,19847
2013,444029,TELECARE SANTA CRUZ PHF,Investor,SANTA CRUZ,Discharge Days,77
2013,450936,MAYERS MEMORIAL HOSPITAL,District,SHASTA,Discharge Days,13250
2013,450940,SHASTA REGIONAL MEDICAL CENTER,Investor,SHASTA,Discharge Days,28065
2013,450949,MERCY MEDICAL CENTER - REDDING,Non-Profit,SHASTA,Discharge Days,58776
2013,454012,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,Investor,SHASTA,Discharge Days,27808
2013,454013,PATIENTS' HOSPITAL OF REDDING,Investor,SHASTA,Discharge Days,491
2013,470871,MERCY MEDICAL CENTER MT. SHASTA,Non-Profit,SISKIYOU,Discharge Days,2897
2013,474007,FAIRCHILD MEDICAL CENTER,Non-Profit,SISKIYOU,Discharge Days,5559
2013,480989,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,Non-Profit,SOLANO,Discharge Days,53714
2013,481015,ST. HELENA HOSPITAL CENTER FOR BEHAVIORAL HEALTH,Non-Profit,SOLANO,Discharge Days,20256
2013,481094,SUTTER SOLANO MEDICAL CENTER,Non-Profit,SOLANO,Discharge Days,19379
2013,481357,NORTH BAY MEDICAL CENTER,Non-Profit,SOLANO,Discharge Days,38551
2013,484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,Non-Profit,SOLANO,Discharge Days,17586
2013,490919,SUTTER MEDICAL CENTER OF SANTA ROSA,Non-Profit,SONOMA,Discharge Days,26457
2013,490964,HEALDSBURG DISTRICT HOSPITAL,District,SONOMA,Discharge Days,3478
2013,491001,PETALUMA VALLEY HOSPITAL,Non-Profit,SONOMA,Discharge Days,8924
2013,491064,SANTA ROSA MEMORIAL HOSPITAL-MONTGOMERY,Non-Profit,SONOMA,Discharge Days,57408
2013,491076,SONOMA VALLEY HOSPITAL,District,SONOMA,Discharge Days,12719
2013,491338,PALM DRIVE HOSPITAL,District,SONOMA,Discharge Days,3536
2013,494019,KAISER FND HOSP - SANTA ROSA,Non-Profit,SONOMA,Discharge Days,30382
2013,494048,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",Investor,SONOMA,Discharge Days,782
2013,500852,DOCTORS MEDICAL CENTER,Investor,STANISLAUS,Discharge Days,129664
2013,500867,"EMANUEL MEDICAL CENTER, INC",Non-Profit,STANISLAUS,Discharge Days,92125
2013,500939,MEMORIAL HOSPITAL MEDICAL CENTER - MODESTO,Non-Profit,STANISLAUS,Discharge Days,89372
2013,500954,CENTRAL VALLEY SPECIALTY HOSPITAL,Investor,STANISLAUS,Discharge Days,4609
2013,500967,OAK VALLEY DISTRICT HOSPITAL (2-RH),District,STANISLAUS,Discharge Days,44137
2013,504038,STANISLAUS SURGICAL HOSPITAL,Investor,STANISLAUS,Discharge Days,1644
2013,514001,SUTTER-YUBA PSYCHIATRIC HEALTH FACILITY,City/County,SUTTER,Discharge Days,3173
2013,514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,Investor,SUTTER,Discharge Days,1407
2013,514033,NORTH VALLEY BEHAVIORAL HEALTH,Investor,SUTTER,Discharge Days,4903
2013,521041,ST. ELIZABETH COMMUNITY HOSPITAL,Non-Profit,TEHAMA,Discharge Days,8764
2013,531059,TRINITY HOSPITAL,District,TRINITY,Discharge Days,4549
2013,540734,KAWEAH DELTA MEDICAL CENTER,District,TULARE,Discharge Days,127581
2013,540798,SIERRA VIEW DISTRICT HOSPITAL,District,TULARE,Discharge Days,29638
2013,540816,TULARE REGIONAL MEDICAL CENTER,District,TULARE,Discharge Days,18598
2013,554011,SONORA REGIONAL MEDICAL CENTER - GREENLEY,Non-Profit,TUOLUMNE,Discharge Days,40181
2013,560203,AURORA VISTA DEL MAR HOSPITAL,Investor,VENTURA,Discharge Days,23657
2013,560473,COMMUNITY MEMORIAL HOSPITAL-SAN BUENAVENTURA,Non-Profit,VENTURA,Discharge Days,50296
2013,560481,VENTURA COUNTY MEDICAL CENTER,City/County,VENTURA,Discharge Days,53713
2013,560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,Investor,VENTURA,Discharge Days,86681
2013,560501,OJAI VALLEY COMMUNITY HOSPITAL,Non-Profit,VENTURA,Discharge Days,15204
2013,560508,ST. JOHN'S PLEASANT VALLEY HOSPITAL,Non-Profit,VENTURA,Discharge Days,34421
2013,560525,SIMI VALLEY HOSPITAL AND HEALTH CARE SVCS-SYCAMORE,Non-Profit,VENTURA,Discharge Days,22613
2013,560529,ST. JOHN'S REGIONAL MEDICAL CENTER,Non-Profit,VENTURA,Discharge Days,57785
2013,560838,PACIFIC SHORES HOSPITAL,Investor,VENTURA,Discharge Days,6041
2013,571086,WOODLAND MEMORIAL HOSPITAL,Non-Profit,YOLO,Discharge Days,17522
2013,574010,SUTTER DAVIS HOSPITAL,Non-Profit,YOLO,Discharge Days,12273
2013,580996,RIDEOUT MEMORIAL HOSPITAL,Non-Profit,YUBA,Discharge Days,56253
2014,100005,CLOVIS COMMUNITY MEDICAL CENTER,Non-Profit,FRESNO,Discharge Days,61643
2014,100697,COALINGA REGIONAL MEDICAL CENTER,District,FRESNO,Discharge Days,17157
2014,100717,COMMUNITY REGIONAL MEDICAL CENTER-FRESNO,Non-Profit,FRESNO,Discharge Days,264987
2014,100797,ADVENTIST MEDICAL CENTER - REEDLEY,Non-Profit,FRESNO,Discharge Days,6931
2014,100899,ST. AGNES MEDICAL CENTER,Non-Profit,FRESNO,Discharge Days,91048
2014,104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,Investor,FRESNO,Discharge Days,18803
2014,104047,FRESNO SURGICAL HOSPITAL,Investor,FRESNO,Discharge Days,3814
2014,104062,KAISER FOUNDATION HOSPITAL - FRESNO,Non-Profit,FRESNO,Discharge Days,26545
2014,104089,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-FRESNO,Investor,FRESNO,Discharge Days,5363
2014,105029,FRESNO HEART AND SURGICAL HOSPITAL,Non-Profit,FRESNO,Discharge Days,12099
2014,10735,ALAMEDA HOSPITAL,City/County,ALAMEDA,Discharge Days,53546
2014,10739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,Non-Profit,ALAMEDA,Discharge Days,86375
2014,10776,CHILDRENS HOSPITAL AND RESEARCH CTR AT OAKLAND,Non-Profit,ALAMEDA,Discharge Days,51104
2014,10782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,Non-Profit,ALAMEDA,Discharge Days,13886
2014,10844,ALTA BATES SUMMIT MED CTR-HERRICK CAMPUS,Non-Profit,ALAMEDA,Discharge Days,26197
2014,10846,HIGHLAND HOSPITAL,City/County,ALAMEDA,Discharge Days,106084
2014,10856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,Non-Profit,ALAMEDA,Discharge Days,39418
2014,10858,KAISER FOUNDATION HOSPITAL - HAYWARD/FREMONT,Non-Profit,ALAMEDA,Discharge Days,24074
2014,10887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,Investor,ALAMEDA,Discharge Days,17901
2014,10937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,Non-Profit,ALAMEDA,Discharge Days,50012
2014,10967,ST. ROSE HOSPITAL,Non-Profit,ALAMEDA,Discharge Days,26406
2014,10987,WASHINGTON HOSPITAL - FREMONT,District,ALAMEDA,Discharge Days,62439
2014,110889,GLENN MEDICAL CENTER,Non-Profit,GLENN,Discharge Days,1028
2014,121002,MAD RIVER COMMUNITY HOSPITAL,Investor,HUMBOLDT,Discharge Days,9304
2014,121031,JEROLD PHELPS COMMUNITY HOSPITAL,District,HUMBOLDT,Discharge Days,5004
2014,121051,REDWOOD MEMORIAL HOSPITAL,Non-Profit,HUMBOLDT,Discharge Days,5478
2014,121080,ST. JOSEPH HOSPITAL - EUREKA,Non-Profit,HUMBOLDT,Discharge Days,32646
2014,124004,SEMPERVIRENS P.H.F.,City/County,HUMBOLDT,Discharge Days,3878
2014,130699,EL CENTRO REGIONAL MEDICAL CENTER,City/County,IMPERIAL,Discharge Days,22745
2014,130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,District,IMPERIAL,Discharge Days,18829
2014,13619,SAN LEANDRO HOSPITAL,City/County,ALAMEDA,Discharge Days,11058
2014,13687,MPI CHEMICAL DEPENDENCY RECOVERY HOSPITAL,Non-Profit,ALAMEDA,Discharge Days,7041
2014,14034,FREMONT HOSPITAL,Investor,ALAMEDA,Discharge Days,31451
2014,14050,VALLEYCARE MEDICAL CENTER,Non-Profit,ALAMEDA,Discharge Days,42304
2014,141273,NORTHERN INYO HOSPITAL,District,INYO,Discharge Days,3646
2014,14132,KAISER FOUNDATION HOSPITAL - FREMONT,Non-Profit,ALAMEDA,Discharge Days,5980
2014,141338,SOUTHERN INYO HOSPITAL,District,INYO,Discharge Days,5136
2014,14207,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,Investor,ALAMEDA,Discharge Days,8046
2014,14226,TELECARE WILLOW ROCK CENTER,Investor,ALAMEDA,Discharge Days,3644
2014,14233,EDEN MEDICAL CENTER,Non-Profit,ALAMEDA,Discharge Days,42767
2014,14326,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,Non-Profit,ALAMEDA,Discharge Days,39455
2014,150706,DELANO REGIONAL MEDICAL CENTER,Non-Profit,KERN,Discharge Days,26837
2014,150722,BAKERSFIELD MEMORIAL HOSPITAL,Non-Profit,KERN,Discharge Days,66055
2014,150736,KERN MEDICAL CENTER,City/County,KERN,Discharge Days,51780
